Frame_ID,Person_ID,Subject,Activity,Trial,Hip_X,Hip_Y,Hip_Z,RHip_X,RHip_Y,RHip_Z,RKnee_X,RKnee_Y,RKnee_Z,RAnkle_X,RAnkle_Y,RAnkle_Z,LHip_X,LHip_Y,LHip_Z,LKnee_X,LKnee_Y,LKnee_Z,LAnkle_X,LAnkle_Y,LAnkle_Z,Spine_X,Spine_Y,Spine_Z,Thorax_X,Thorax_Y,Thorax_Z,Neck_X,Neck_Y,Neck_Z,Head_X,Head_Y,Head_Z,LShoulder_X,LShoulder_Y,LShoulder_Z,LElbow_X,LElbow_Y,LElbow_Z,LWrist_X,LWrist_Y,LWrist_Z,RShoulder_X,RShoulder_Y,RShoulder_Z,RElbow_X,RElbow_Y,RElbow_Z,RWrist_X,RWrist_Y,RWrist_Z
1,1,Subject_4,Fall,16,0.050999,0.038074,1.301433,-0.011034,-0.007258,1.213120,-0.062323,-0.086175,0.273087,-0.117593,-0.390660,0.005989,0.168701,0.141757,1.338193,-0.002373,-0.040446,0.713720,0.121546,-0.047978,0.466779,0.136118,0.161385,1.269760,0.073231,0.207444,1.266005,0.038850,0.274281,1.219584,-0.033402,0.373495,1.475843,0.074744,0.121068,1.363833,0.054464,0.093799,1.294379,-0.117981,0.408425,1.444291,0.166388,0.337731,1.176140,0.076712,0.310206,1.073659,-0.207484,0.555610,1.124415
2,1,Subject_4,Fall,16,0.045178,0.025984,1.318441,-0.016915,0.001274,1.176373,-0.141537,-0.028055,0.324485,-0.243961,-0.362154,0.211806,0.170157,0.140557,1.327369,0.006453,-0.011156,0.837869,0.015094,-0.112663,0.673794,0.101963,0.203681,1.246421,0.123810,0.234632,1.260151,0.211535,0.297514,1.205406,0.118097,0.334362,1.421024,0.128100,0.184350,1.407091,-0.106161,-0.299630,1.643309,-0.135763,0.528140,1.463304,0.139338,0.344854,1.083252,-0.030113,0.358745,0.779087,-0.223262,0.498997,0.982401
3,1,Subject_4,Fall,16,0.036260,-0.007459,1.236705,-0.027212,0.009521,1.187978,-0.241530,0.070888,0.306350,-0.311759,-0.275824,0.157488,0.173598,0.092725,1.230338,0.049078,-0.060429,0.626440,-0.044474,-0.311889,0.464659,0.131694,0.173049,1.288263,0.093167,0.169331,1.292866,0.099638,0.195752,1.255789,0.117993,0.281993,1.410255,0.168487,0.087726,1.392927,-0.052442,-0.331471,1.677679,-0.255578,0.519185,1.447212,0.057093,0.303217,1.175596,-0.185447,0.457342,0.821980,-0.323851,0.490520,1.103384
4,1,Subject_4,Fall,16,0.029415,-0.004451,1.182994,-0.071597,0.025492,1.169191,-0.292898,0.119531,0.401517,-0.236771,-0.120513,0.020844,0.135983,0.018066,1.181609,0.007678,-0.122611,0.436088,-0.009524,-0.302159,0.112857,0.139289,0.055325,1.261511,0.054631,0.128388,1.238013,-0.002157,0.146868,1.288521,0.050076,0.102858,1.536778,0.177069,0.042486,1.278747,0.170500,0.060488,1.430403,-0.408755,0.421409,1.490023,-0.066504,0.209646,1.187354,-0.365090,0.325462,1.155324,-0.438080,0.330784,1.269421
5,1,Subject_4,Fall,16,0.028001,-0.005595,1.175371,-0.094510,0.015812,1.184167,-0.344174,0.077195,0.425420,-0.284203,-0.179285,0.000000,0.143513,0.032533,1.182708,-0.002434,-0.116637,0.454197,-0.017379,-0.286164,0.097453,0.136793,0.048232,1.266214,0.016340,0.109474,1.268656,-0.049367,0.119136,1.307651,0.070484,0.093764,1.476408,0.159913,-0.022919,1.303512,0.213244,-0.024052,1.472511,-0.416427,0.419518,1.529391,-0.101025,0.135768,1.229084,-0.479997,0.231989,1.416807,-0.497120,0.182268,1.297683
6,1,Subject_4,Fall,16,0.034293,0.000481,1.174650,-0.103750,0.010994,1.178363,-0.376060,0.071884,0.459052,-0.306682,-0.136323,0.030722,0.144652,0.030535,1.184290,-0.017325,-0.084338,0.504436,0.000415,-0.240101,0.164370,0.103888,0.019860,1.258662,-0.017082,0.032845,1.249997,-0.087103,0.066327,1.274964,0.043875,0.021410,1.452775,0.112927,-0.044895,1.269424,0.112632,-0.128519,1.414994,-0.340528,0.191050,1.425091,-0.141576,0.071949,1.224113,-0.442687,0.215225,1.348974,-0.380241,0.164609,1.279793
7,1,Subject_4,Fall,16,0.075628,0.038457,1.226449,-0.098342,0.059662,1.208731,-0.346905,0.154800,0.484492,-0.313702,-0.058401,0.018414,0.163244,0.032656,1.228424,0.002355,-0.082557,0.508698,-0.002914,-0.266102,0.067533,0.084310,0.021846,1.282810,-0.038356,-0.055161,1.256206,-0.171903,-0.402490,1.376473,-0.034065,-0.075837,1.513058,0.113982,-0.152388,1.266132,-0.045026,-0.351368,1.298997,-0.172906,-0.091069,1.227947,-0.145328,-0.007817,1.246561,-0.316855,0.104930,1.199151,-0.192981,-0.014273,1.260241
8,1,Subject_4,Fall,16,0.012834,0.005273,1.166722,-0.107101,0.017156,1.154912,-0.336399,0.099362,0.479367,-0.311900,-0.019818,0.066474,0.118675,-0.022710,1.165216,0.012943,-0.075160,0.458715,0.047107,-0.160322,0.075205,0.068938,-0.031593,1.269063,-0.006889,-0.043727,1.240281,-0.026821,-0.026100,1.285336,0.040964,-0.066689,1.448325,0.115516,-0.099244,1.261650,-0.030934,-0.226497,1.156594,-0.013569,-0.137015,1.074331,-0.147322,0.003881,1.229674,-0.224898,0.139270,1.185913,-0.215224,-0.061427,1.220727
9,1,Subject_4,Fall,16,0.022720,0.004820,1.165397,-0.097368,0.021661,1.156365,-0.335014,0.078700,0.502505,-0.348993,-0.062703,0.120654,0.129893,-0.006430,1.158610,0.024321,-0.078002,0.504476,0.045479,-0.218373,0.115624,0.096131,-0.009761,1.277795,0.003328,-0.017383,1.237799,-0.035382,0.048408,1.301686,0.075659,-0.017154,1.482937,0.127346,-0.082850,1.266228,0.005744,-0.213890,1.207440,0.060446,-0.078572,0.991860,-0.116680,-0.004606,1.258157,-0.165560,0.156344,1.239241,-0.218073,0.076169,1.219051
10,1,Subject_4,Fall,16,0.010767,0.003602,1.146133,-0.105651,0.016470,1.144927,-0.302168,0.068982,0.507467,-0.330748,-0.031538,0.139372,0.121204,-0.033708,1.154865,0.034771,-0.084281,0.516418,0.074109,-0.168552,0.137589,0.057564,0.026255,1.282735,-0.000915,0.008752,1.231349,0.013974,-0.011494,1.297942,0.043015,-0.043503,1.561361,0.114926,-0.059315,1.253824,0.063334,-0.070007,1.116585,-0.024078,-0.073519,0.956961,-0.121947,0.026718,1.264802,-0.209012,0.215963,1.321126,-0.388492,0.350205,1.310708
