Frame_ID,Person_ID,Subject,Activity,Trial,Hip_X,Hip_Y,Hip_Z,RHip_X,RHip_Y,RHip_Z,RKnee_X,RKnee_Y,RKnee_Z,RAnkle_X,RAnkle_Y,RAnkle_Z,LHip_X,LHip_Y,LHip_Z,LKnee_X,LKnee_Y,LKnee_Z,LAnkle_X,LAnkle_Y,LAnkle_Z,Spine_X,Spine_Y,Spine_Z,Thorax_X,Thorax_Y,Thorax_Z,Neck_X,Neck_Y,Neck_Z,Head_X,Head_Y,Head_Z,LShoulder_X,LShoulder_Y,LShoulder_Z,LElbow_X,LElbow_Y,LElbow_Z,LWrist_X,LWrist_Y,LWrist_Z,RShoulder_X,RShoulder_Y,RShoulder_Z,RElbow_X,RElbow_Y,RElbow_Z,RWrist_X,RWrist_Y,RWrist_Z
1,1,Subject_4,ADL,05,0.000000,0.000000,0.887702,0.108410,0.068307,0.891508,0.133760,0.072293,0.467452,0.161750,-0.149826,0.068800,-0.100675,-0.085614,0.887949,-0.169045,-0.081893,0.487392,-0.027092,-0.135288,0.085748,0.004796,-0.007802,1.117002,-0.060256,-0.023841,1.362729,-0.088892,0.041561,1.411439,-0.118110,0.015449,1.746651,-0.138673,-0.136850,1.303561,-0.074321,-0.215871,1.044882,-0.111865,-0.222009,0.810630,0.033705,0.071531,1.378575,0.067958,0.200646,1.157364,0.073369,0.223272,0.901097
2,1,Subject_4,ADL,05,0.000000,0.000000,0.887702,0.107740,0.067754,0.891518,0.131881,0.054433,0.463043,0.161802,-0.119079,0.053874,-0.101245,-0.086126,0.889089,-0.187604,-0.091063,0.490768,-0.066506,-0.156344,0.078007,0.005827,0.001917,1.116650,-0.062859,-0.010085,1.364030,-0.090565,0.051580,1.412321,-0.108586,0.022160,1.709825,-0.140749,-0.124981,1.307445,-0.084278,-0.212095,1.049335,-0.121234,-0.216391,0.816997,0.028839,0.077669,1.384734,0.074389,0.217934,1.189788,0.083698,0.225104,0.940181
3,1,Subject_4,ADL,05,0.000000,0.000000,0.887702,0.106219,0.071110,0.893918,0.130361,-0.000923,0.457933,0.167010,-0.126333,0.044520,-0.102101,-0.086464,0.888883,-0.198059,-0.114648,0.491822,-0.139939,-0.213829,0.064910,0.010807,-0.003039,1.118103,-0.059024,-0.010699,1.366749,-0.095466,0.036345,1.419755,-0.123762,0.018298,1.695688,-0.139620,-0.125045,1.309094,-0.080274,-0.209794,1.046238,-0.125052,-0.218209,0.820352,0.041606,0.075629,1.378653,0.113469,0.197368,1.167686,0.096181,0.219807,0.918110
4,1,Subject_4,ADL,05,0.000000,0.000000,0.887702,0.106273,0.068941,0.896162,0.139906,-0.013492,0.463098,0.187412,-0.125862,0.049351,-0.109074,-0.074377,0.890107,-0.191798,-0.115991,0.486188,-0.206982,-0.251847,0.061184,0.017539,-0.001429,1.117007,-0.053367,-0.003384,1.365742,-0.095437,0.037718,1.427445,-0.123866,0.010419,1.678417,-0.132880,-0.112309,1.309047,-0.090430,-0.188312,1.048216,-0.116983,-0.213314,0.822540,0.055424,0.066814,1.377277,0.144790,0.116454,1.131800,0.101209,0.191331,0.898203
5,1,Subject_4,ADL,05,0.000000,0.000000,0.887702,0.108536,0.063957,0.896038,0.146286,-0.017808,0.466785,0.203904,-0.126312,0.050919,-0.112452,-0.063241,0.889465,-0.192496,-0.111040,0.479368,-0.270404,-0.225939,0.058541,0.019662,-0.001875,1.117467,-0.048526,-0.000281,1.364553,-0.092653,0.036372,1.436798,-0.124247,0.013979,1.652841,-0.131295,-0.103166,1.309080,-0.099125,-0.176267,1.047785,-0.128186,-0.193584,0.825779,0.066273,0.060994,1.372402,0.150365,0.103266,1.119526,0.103165,0.183548,0.903142
6,1,Subject_4,ADL,05,0.000000,0.000000,0.887702,0.109417,0.059662,0.895197,0.152644,-0.025189,0.471232,0.207035,-0.146027,0.055643,-0.113982,-0.056795,0.889137,-0.197629,-0.102560,0.477277,-0.302526,-0.192424,0.054759,0.020703,-0.000159,1.117687,-0.046594,0.000595,1.364102,-0.090216,0.037780,1.437911,-0.115394,0.014307,1.627209,-0.132045,-0.101177,1.306907,-0.104459,-0.167272,1.047842,-0.129206,-0.179447,0.829885,0.068943,0.062232,1.366490,0.145460,0.099622,1.115037,0.104333,0.180639,0.899371
7,1,Subject_4,ADL,05,0.000000,0.000000,0.887702,0.110431,0.055470,0.895616,0.164078,-0.020830,0.472259,0.216377,-0.156985,0.060367,-0.114981,-0.052237,0.888278,-0.198310,-0.085418,0.477853,-0.308744,-0.162985,0.049293,0.019960,-0.001692,1.118315,-0.045099,-0.004754,1.364466,-0.084214,0.039025,1.442051,-0.103797,0.018219,1.597256,-0.132551,-0.105396,1.307732,-0.119988,-0.160758,1.048265,-0.134992,-0.162903,0.835154,0.071231,0.049258,1.370823,0.147666,0.091385,1.124100,0.111393,0.187317,0.904333
8,1,Subject_4,ADL,05,0.000000,0.000000,0.887702,0.111221,0.056281,0.896254,0.169699,-0.026859,0.475598,0.235531,-0.160154,0.066801,-0.114829,-0.053284,0.887060,-0.198053,-0.083962,0.479420,-0.294631,-0.150506,0.045218,0.019210,0.000040,1.117690,-0.043381,-0.003241,1.363552,-0.081943,0.047857,1.445889,-0.096283,0.031856,1.558725,-0.133022,-0.099417,1.307410,-0.124508,-0.159454,1.046678,-0.141959,-0.153446,0.841504,0.076554,0.048943,1.365835,0.151530,0.090749,1.119055,0.117832,0.195363,0.903770
9,1,Subject_4,ADL,05,0.000000,0.000000,0.887702,0.111567,0.058072,0.897059,0.174834,-0.028438,0.477967,0.256012,-0.151805,0.069286,-0.114458,-0.053597,0.886683,-0.194889,-0.074908,0.478458,-0.272006,-0.122866,0.041199,0.020399,0.001062,1.117398,-0.041350,-0.003258,1.363150,-0.077670,0.053548,1.445795,-0.092711,0.038714,1.546096,-0.133870,-0.097479,1.303101,-0.127612,-0.151207,1.042157,-0.147040,-0.143462,0.836537,0.083362,0.045589,1.363933,0.162253,0.079258,1.116748,0.131640,0.188137,0.898522
10,1,Subject_4,ADL,05,0.000000,0.000000,0.887702,0.109093,0.062460,0.896568,0.176865,-0.034137,0.478411,0.280557,-0.143918,0.073663,-0.112562,-0.058799,0.886638,-0.185324,-0.074176,0.475036,-0.242309,-0.107346,0.033708,0.021889,-0.001507,1.116845,-0.036583,-0.010321,1.362492,-0.072041,0.049260,1.447101,-0.091403,0.034063,1.542674,-0.130790,-0.100925,1.299981,-0.126450,-0.155971,1.038537,-0.149977,-0.148704,0.833519,0.090196,0.038556,1.363061,0.178834,0.101228,1.118780,0.146780,0.175671,0.898313
