Frame_ID,Person_ID,Subject,Activity,Trial,Hip_X,Hip_Y,Hip_Z,RHip_X,RHip_Y,RHip_Z,RKnee_X,RKnee_Y,RKnee_Z,RAnkle_X,RAnkle_Y,RAnkle_Z,LHip_X,LHip_Y,LHip_Z,LKnee_X,LKnee_Y,LKnee_Z,LAnkle_X,LAnkle_Y,LAnkle_Z,Spine_X,Spine_Y,Spine_Z,Thorax_X,Thorax_Y,Thorax_Z,Neck_X,Neck_Y,Neck_Z,Head_X,Head_Y,Head_Z,LShoulder_X,LShoulder_Y,LShoulder_Z,LElbow_X,LElbow_Y,LElbow_Z,LWrist_X,LWrist_Y,LWrist_Z,RShoulder_X,RShoulder_Y,RShoulder_Z,RElbow_X,RElbow_Y,RElbow_Z,RWrist_X,RWrist_Y,RWrist_Z
1,1,Subject_2,ADL,12,0.000000,0.000000,0.874412,-0.107939,0.071638,0.875081,-0.092641,0.036592,0.435132,-0.056928,0.074604,0.000000,0.114674,-0.057888,0.875977,0.137257,-0.124486,0.435336,0.207793,0.059955,0.057506,-0.035016,0.018508,1.096444,-0.215817,0.009870,1.273953,-0.280626,-0.056758,1.309865,-0.262204,-0.024858,1.415464,-0.055975,-0.074667,1.305876,0.080735,-0.152559,1.080633,-0.026503,-0.199738,0.928145,-0.272043,0.102025,1.191859,-0.310079,0.150749,0.915923,-0.407569,0.091551,0.698878
2,1,Subject_2,ADL,12,0.000000,0.000000,0.874412,-0.108907,0.070892,0.872514,-0.094744,0.033789,0.434279,-0.057754,0.064168,0.001707,0.115917,-0.057605,0.876807,0.128892,-0.163119,0.439930,0.210867,0.063503,0.094281,-0.037624,0.019120,1.096155,-0.221597,0.009599,1.270817,-0.283591,-0.050107,1.295843,-0.269570,-0.019363,1.396671,-0.066953,-0.079568,1.302846,0.071470,-0.164802,1.079140,-0.058248,-0.206634,0.903175,-0.276731,0.103069,1.190358,-0.311121,0.154476,0.914812,-0.414160,0.092430,0.698010
3,1,Subject_2,ADL,12,0.000000,0.000000,0.874412,-0.110890,0.069844,0.869642,-0.099791,0.021073,0.432385,-0.060310,0.046286,0.007866,0.116747,-0.058316,0.877006,0.126210,-0.193717,0.447201,0.208345,0.051686,0.123395,-0.038655,0.023404,1.092558,-0.227693,0.018460,1.264649,-0.287874,-0.027949,1.279522,-0.276042,0.007123,1.374809,-0.075812,-0.074766,1.304943,0.036068,-0.189953,1.089815,-0.083397,-0.198065,0.898764,-0.278009,0.109300,1.185721,-0.314377,0.155005,0.909493,-0.414582,0.098124,0.695212
4,1,Subject_2,ADL,12,0.000000,0.000000,0.874412,-0.110687,0.070034,0.865886,-0.101157,0.018298,0.428128,-0.059171,0.039148,0.005735,0.117277,-0.056079,0.879918,0.119026,-0.210635,0.452782,0.213414,0.054430,0.156665,-0.041561,0.032002,1.090169,-0.231856,0.042405,1.256001,-0.288491,0.003176,1.271072,-0.277834,0.038612,1.362566,-0.084540,-0.056230,1.303757,0.007895,-0.206588,1.107625,-0.094600,-0.185319,0.914093,-0.278716,0.128255,1.176789,-0.313293,0.169945,0.905611,-0.413297,0.108982,0.689646
5,1,Subject_2,ADL,12,0.000000,0.000000,0.874412,-0.111277,0.068195,0.864850,-0.108612,0.005133,0.426827,-0.061336,0.019053,0.010802,0.117048,-0.056478,0.880269,0.109569,-0.227050,0.459767,0.222375,0.057594,0.194220,-0.044584,0.029601,1.088272,-0.240553,0.039001,1.250253,-0.299429,0.002578,1.259381,-0.293151,0.039543,1.347443,-0.095758,-0.055643,1.300499,-0.005150,-0.195737,1.107262,-0.102411,-0.190236,0.897278,-0.282846,0.122213,1.171119,-0.315888,0.170039,0.897418,-0.403571,0.136987,0.681190
6,1,Subject_2,ADL,12,0.000000,0.000000,0.874412,-0.105261,0.075965,0.863095,-0.105804,0.010439,0.427220,-0.055350,0.024000,0.009552,0.113301,-0.063964,0.882048,0.106548,-0.226464,0.462328,0.233789,0.052512,0.213427,-0.048586,0.030412,1.085679,-0.247799,0.047803,1.237029,-0.305183,0.016200,1.242549,-0.307813,0.057239,1.318724,-0.102612,-0.042099,1.292419,-0.020792,-0.197228,1.108121,-0.114262,-0.225467,0.907719,-0.285821,0.132988,1.154387,-0.316242,0.181307,0.880238,-0.403014,0.148806,0.662308
7,1,Subject_2,ADL,12,0.000000,0.000000,0.874412,-0.102948,0.077817,0.862245,-0.100158,0.007387,0.425887,-0.048130,0.018717,0.008280,0.112164,-0.064677,0.883699,0.102189,-0.224985,0.461319,0.253683,0.078083,0.249061,-0.050862,0.034536,1.079960,-0.251111,0.058457,1.221239,-0.305259,0.028750,1.229235,-0.313563,0.071673,1.292905,-0.106322,-0.029845,1.284668,-0.037220,-0.195244,1.114393,-0.119739,-0.247654,0.917954,-0.288510,0.141661,1.139162,-0.312887,0.187186,0.863239,-0.401093,0.142861,0.639394
8,1,Subject_2,ADL,12,0.000000,0.000000,0.874412,-0.098878,0.081991,0.864086,-0.100129,0.011131,0.427203,-0.047710,0.024076,0.007129,0.107504,-0.070890,0.884547,0.093183,-0.224889,0.460782,0.261323,0.089523,0.282914,-0.063004,0.022830,1.070405,-0.266859,0.043177,1.197276,-0.327320,0.009613,1.202751,-0.337352,0.051794,1.262899,-0.120176,-0.045471,1.268481,-0.023978,-0.187100,1.085385,-0.069942,-0.263658,0.937039,-0.301954,0.124005,1.116781,-0.317190,0.176558,0.847681,-0.388704,0.160983,0.619472
9,1,Subject_2,ADL,12,0.000000,0.000000,0.874412,-0.094663,0.085730,0.864874,-0.104226,0.004836,0.428411,-0.054601,0.020123,0.005788,0.102608,-0.078700,0.883590,0.081026,-0.230841,0.459583,0.260469,0.077661,0.302512,-0.070585,0.020319,1.066099,-0.278383,0.036604,1.188820,-0.342195,0.002028,1.187037,-0.358980,0.042219,1.238681,-0.138408,-0.054555,1.254061,-0.069093,-0.194660,1.054903,-0.100489,-0.233328,1.010148,-0.313981,0.114248,1.111194,-0.318274,0.176185,0.839360,-0.392569,0.155047,0.607951
10,1,Subject_2,ADL,12,0.000000,0.000000,0.874412,-0.093364,0.086723,0.865794,-0.105213,-0.001790,0.429982,-0.055509,0.014499,0.007753,0.101057,-0.078756,0.883430,0.078484,-0.230876,0.456824,0.275107,0.079576,0.337884,-0.076003,0.018869,1.063492,-0.287627,0.027265,1.179293,-0.348977,-0.007150,1.177775,-0.371825,0.028071,1.231681,-0.149491,-0.059522,1.241721,-0.091334,-0.204409,1.064632,-0.091619,-0.213376,1.000834,-0.321061,0.107503,1.106636,-0.318654,0.175700,0.836727,-0.394171,0.142101,0.602713
