Frame_ID,Person_ID,Subject,Activity,Trial,Hip_X,Hip_Y,Hip_Z,RHip_X,RHip_Y,RHip_Z,RKnee_X,RKnee_Y,RKnee_Z,RAnkle_X,RAnkle_Y,RAnkle_Z,LHip_X,LHip_Y,LHip_Z,LKnee_X,LKnee_Y,LKnee_Z,LAnkle_X,LAnkle_Y,LAnkle_Z,Spine_X,Spine_Y,Spine_Z,Thorax_X,Thorax_Y,Thorax_Z,Neck_X,Neck_Y,Neck_Z,Head_X,Head_Y,Head_Z,LShoulder_X,LShoulder_Y,LShoulder_Z,LElbow_X,LElbow_Y,LElbow_Z,LWrist_X,LWrist_Y,LWrist_Z,RShoulder_X,RShoulder_Y,RShoulder_Z,RElbow_X,RElbow_Y,RElbow_Z,RWrist_X,RWrist_Y,RWrist_Z
1,1,Subject_1,Fall,01,0.000000,0.000000,0.523021,0.127558,-0.028846,0.502976,0.336329,0.342494,0.486099,0.226896,0.333711,0.087867,-0.124256,0.039186,0.533447,-0.053051,0.461309,0.476669,0.002194,0.216748,0.092977,0.026326,0.026604,0.744848,0.014801,0.104465,0.979018,0.010703,0.166253,1.077509,-0.012965,0.098100,1.158837,-0.128037,0.132142,0.920625,-0.110267,0.215650,0.662236,0.054538,0.290097,0.526787,0.155950,0.050127,0.926168,0.199482,0.076434,0.664036,0.125142,0.267677,0.546972
2,1,Subject_1,Fall,01,0.000000,0.000000,0.523021,0.127588,-0.028775,0.503198,0.334655,0.342981,0.489573,0.224924,0.337648,0.086391,-0.124316,0.038899,0.533221,-0.051723,0.462556,0.479621,0.007468,0.231104,0.089194,0.024967,0.023972,0.744873,0.013233,0.104300,0.978040,0.009393,0.168192,1.075805,-0.014011,0.100726,1.158392,-0.129584,0.131608,0.920713,-0.112753,0.213965,0.663489,0.053318,0.287890,0.527169,0.154776,0.049491,0.926391,0.198573,0.078741,0.664797,0.124959,0.269830,0.548282
3,1,Subject_1,Fall,01,0.000000,0.000000,0.523021,0.127499,-0.029202,0.503367,0.331606,0.343320,0.490420,0.219830,0.331405,0.080485,-0.124327,0.039197,0.532755,-0.051189,0.462944,0.478470,0.012757,0.249053,0.077412,0.024797,0.025457,0.744487,0.013817,0.110661,0.975882,0.010823,0.176439,1.072869,-0.013343,0.109406,1.156345,-0.128882,0.136541,0.919602,-0.112522,0.216856,0.662765,0.054615,0.291537,0.527077,0.155494,0.053031,0.926044,0.198840,0.081758,0.664031,0.125599,0.273094,0.548333
4,1,Subject_1,Fall,01,0.000000,0.000000,0.523021,0.127439,-0.029307,0.503783,0.326972,0.347955,0.494360,0.217505,0.334934,0.080202,-0.124074,0.038686,0.532110,-0.048977,0.461783,0.475491,0.020126,0.270059,0.072717,0.024005,0.023706,0.743969,0.012283,0.113101,0.973633,0.009015,0.181352,1.069711,-0.015599,0.115354,1.154433,-0.129787,0.138747,0.918863,-0.112721,0.218476,0.661190,0.052483,0.294351,0.527146,0.154281,0.055448,0.925621,0.198737,0.084421,0.663842,0.124396,0.276290,0.548894
5,1,Subject_1,Fall,01,0.000000,0.000000,0.523021,0.127261,-0.029670,0.504128,0.324159,0.350470,0.496739,0.216057,0.332401,0.076991,-0.123705,0.039590,0.531978,-0.046543,0.460569,0.471997,0.026494,0.287826,0.063157,0.023357,0.025186,0.743745,0.011381,0.117451,0.971691,0.007988,0.188470,1.065807,-0.015782,0.124568,1.152590,-0.131187,0.141775,0.918255,-0.114516,0.220619,0.660787,0.050108,0.296327,0.527011,0.153862,0.058239,0.925851,0.199036,0.086759,0.664357,0.124669,0.278335,0.548718
6,1,Subject_1,Fall,01,0.000000,0.000000,0.523021,0.127244,-0.030167,0.504695,0.323477,0.352228,0.499152,0.213695,0.323556,0.075097,-0.123747,0.039962,0.532005,-0.045614,0.459296,0.470051,0.027362,0.291474,0.056709,0.022159,0.026244,0.744254,0.011000,0.119815,0.970810,0.007042,0.191928,1.064085,-0.016323,0.129635,1.151936,-0.132067,0.143003,0.918069,-0.115155,0.220926,0.660524,0.049683,0.294372,0.525397,0.153496,0.059589,0.926221,0.198102,0.089389,0.664886,0.124740,0.279062,0.547574
7,1,Subject_1,Fall,01,0.000000,0.000000,0.523021,0.127127,-0.030893,0.505207,0.323220,0.353362,0.501974,0.214427,0.323896,0.077513,-0.123608,0.040351,0.531571,-0.045650,0.459086,0.470244,0.028583,0.298989,0.057455,0.021887,0.026083,0.744157,0.011424,0.123834,0.969729,0.006852,0.197074,1.061341,-0.015979,0.134937,1.150518,-0.132139,0.146323,0.917905,-0.114719,0.223567,0.659349,0.048888,0.297296,0.525299,0.154141,0.062659,0.925634,0.197399,0.090566,0.664337,0.126197,0.282245,0.546542
8,1,Subject_1,Fall,01,0.000000,0.000000,0.523021,0.127187,-0.030283,0.504922,0.323751,0.352806,0.503718,0.213688,0.315784,0.078584,-0.123284,0.041327,0.531311,-0.046768,0.459406,0.475283,0.026730,0.296337,0.060181,0.021689,0.028349,0.744460,0.011377,0.125622,0.970545,0.007535,0.200364,1.061391,-0.014801,0.138795,1.150048,-0.132759,0.147989,0.919451,-0.114810,0.225478,0.660124,0.048108,0.295571,0.526024,0.153831,0.062946,0.926865,0.197326,0.089716,0.664805,0.127345,0.282470,0.547683
9,1,Subject_1,Fall,01,0.000000,0.000000,0.523021,0.127384,-0.029326,0.505353,0.326192,0.352650,0.507338,0.212040,0.309899,0.082574,-0.123384,0.040622,0.530695,-0.046636,0.460677,0.481599,0.025603,0.294739,0.065310,0.021176,0.027859,0.745580,0.010730,0.122314,0.972721,0.007433,0.196097,1.063004,-0.014730,0.134804,1.151334,-0.133396,0.144558,0.921610,-0.116080,0.224897,0.663805,0.049644,0.291386,0.527791,0.152098,0.058582,0.928605,0.196586,0.086683,0.666611,0.127545,0.280033,0.551526
10,1,Subject_1,Fall,01,0.000000,0.000000,0.523021,0.127360,-0.029537,0.505390,0.327897,0.351599,0.511645,0.213134,0.312069,0.088465,-0.123628,0.039805,0.530925,-0.048834,0.461202,0.483952,0.026414,0.296222,0.070230,0.019423,0.025195,0.746441,0.009036,0.116061,0.974453,0.005947,0.190147,1.063724,-0.016352,0.129449,1.151662,-0.135093,0.140192,0.923584,-0.118063,0.220737,0.665831,0.048528,0.288005,0.529314,0.150324,0.053259,0.930779,0.195801,0.082143,0.668773,0.127169,0.275058,0.554307
