Frame_ID,Person_ID,Subject,Activity,Trial,Hip_X,Hip_Y,Hip_Z,RHip_X,RHip_Y,RHip_Z,RKnee_X,RKnee_Y,RKnee_Z,RAnkle_X,RAnkle_Y,RAnkle_Z,LHip_X,LHip_Y,LHip_Z,LKnee_X,LKnee_Y,LKnee_Z,LAnkle_X,LAnkle_Y,LAnkle_Z,Spine_X,Spine_Y,Spine_Z,Thorax_X,Thorax_Y,Thorax_Z,Neck_X,Neck_Y,Neck_Z,Head_X,Head_Y,Head_Z,LShoulder_X,LShoulder_Y,LShoulder_Z,LElbow_X,LElbow_Y,LElbow_Z,LWrist_X,LWrist_Y,LWrist_Z,RShoulder_X,RShoulder_Y,RShoulder_Z,RElbow_X,RElbow_Y,RElbow_Z,RWrist_X,RWrist_Y,RWrist_Z
1,1,Subject_2,Fall,17,0.000000,0.000000,0.853389,0.128282,-0.001852,0.852596,0.051153,-0.140401,0.447233,-0.009431,-0.329395,0.070420,-0.120682,0.017753,0.865324,-0.172803,-0.031148,0.455710,-0.209391,-0.091149,0.059263,0.029543,0.024988,1.097365,0.048177,0.037313,1.358881,0.065121,0.084028,1.469747,0.036458,-0.018709,1.517529,-0.084506,0.053629,1.324827,-0.201660,-0.098445,1.094941,-0.232654,-0.098652,0.856252,0.170014,-0.019129,1.305123,0.179176,-0.193375,1.073176,0.205636,-0.202990,0.831215
2,1,Subject_2,Fall,17,0.000000,0.000000,0.853389,0.128522,-0.002658,0.852893,0.055136,-0.139026,0.443290,-0.003146,-0.328062,0.069125,-0.120537,0.018473,0.865129,-0.166978,-0.025740,0.452566,-0.205714,-0.095625,0.055419,0.028378,0.023252,1.097221,0.046364,0.038712,1.358642,0.063953,0.085388,1.471007,0.034134,-0.016336,1.521819,-0.085577,0.053915,1.324022,-0.204817,-0.097909,1.094576,-0.239648,-0.095174,0.857064,0.168155,-0.019194,1.304493,0.173937,-0.195456,1.072939,0.202558,-0.212220,0.829664
3,1,Subject_2,Fall,17,0.000000,0.000000,0.853389,0.128682,-0.004128,0.852976,0.060638,-0.133937,0.438470,0.007595,-0.327376,0.066044,-0.119852,0.019813,0.864663,-0.160432,-0.021073,0.446726,-0.202429,-0.105689,0.049113,0.028113,0.023487,1.095931,0.044144,0.040891,1.356771,0.063326,0.088597,1.470151,0.032301,-0.013199,1.523592,-0.086803,0.055553,1.319788,-0.209237,-0.093557,1.093165,-0.247599,-0.087036,0.857997,0.165753,-0.018751,1.302361,0.169191,-0.201411,1.075343,0.197435,-0.220163,0.831356
4,1,Subject_2,Fall,17,0.000000,0.000000,0.853389,0.128591,-0.005729,0.852682,0.068628,-0.130324,0.431646,0.020819,-0.327036,0.059184,-0.119336,0.021108,0.865388,-0.152706,-0.017572,0.439043,-0.193321,-0.113269,0.039176,0.025806,0.023404,1.095702,0.041124,0.041328,1.356102,0.061790,0.088642,1.469718,0.032297,-0.010511,1.524804,-0.087847,0.057965,1.317154,-0.211785,-0.083266,1.085868,-0.255154,-0.069084,0.850985,0.162448,-0.019189,1.300957,0.167904,-0.202165,1.074548,0.193095,-0.222214,0.830616
5,1,Subject_2,Fall,17,0.000000,0.000000,0.853389,0.127959,-0.005547,0.852328,0.075055,-0.126738,0.427894,0.031079,-0.328511,0.056583,-0.119393,0.021282,0.865987,-0.144245,-0.014173,0.436102,-0.184025,-0.112610,0.034268,0.023963,0.020933,1.094979,0.038502,0.040563,1.354545,0.060069,0.086730,1.468243,0.030564,-0.010139,1.524988,-0.089932,0.059047,1.315131,-0.215246,-0.072522,1.079605,-0.260403,-0.050367,0.845951,0.159425,-0.019976,1.300081,0.166961,-0.201440,1.073145,0.190475,-0.223404,0.828691
6,1,Subject_2,Fall,17,0.000000,0.000000,0.853389,0.127396,-0.007579,0.851694,0.081144,-0.127538,0.425633,0.037799,-0.339108,0.054917,-0.118285,0.026224,0.865771,-0.137782,-0.009884,0.434963,-0.173796,-0.110922,0.031815,0.022317,0.020030,1.094010,0.035434,0.040000,1.355158,0.057508,0.086951,1.468309,0.026375,-0.009990,1.523052,-0.092429,0.062542,1.314245,-0.219460,-0.064772,1.076682,-0.262668,-0.034424,0.842337,0.156377,-0.020938,1.301237,0.163760,-0.200950,1.073698,0.188147,-0.225015,0.828969
7,1,Subject_2,Fall,17,0.000000,0.000000,0.853389,0.127480,-0.010033,0.852052,0.085495,-0.131152,0.426164,0.043139,-0.346408,0.055425,-0.116306,0.031524,0.864557,-0.133104,-0.005702,0.433885,-0.164231,-0.107899,0.030801,0.021530,0.019240,1.093962,0.034607,0.039453,1.355769,0.056826,0.086351,1.467458,0.024123,-0.011699,1.519102,-0.093492,0.065550,1.315814,-0.223431,-0.059199,1.076546,-0.266672,-0.023309,0.843695,0.155536,-0.023841,1.302819,0.162787,-0.202897,1.074549,0.187487,-0.227543,0.830537
8,1,Subject_2,Fall,17,0.000000,0.000000,0.853389,0.127109,-0.014292,0.853139,0.087982,-0.135597,0.428395,0.044995,-0.360280,0.056545,-0.113779,0.039552,0.863143,-0.129772,-0.004491,0.432750,-0.153973,-0.104729,0.030481,0.020357,0.018394,1.094271,0.031383,0.040428,1.355412,0.053446,0.088021,1.465919,0.018236,-0.011963,1.514714,-0.096223,0.069952,1.316002,-0.228201,-0.051733,1.076355,-0.271390,-0.011312,0.844843,0.152478,-0.025229,1.302824,0.160065,-0.203840,1.075151,0.184649,-0.231609,0.831767
9,1,Subject_2,Fall,17,0.000000,0.000000,0.853389,0.126444,-0.020216,0.853775,0.091397,-0.139796,0.429007,0.044441,-0.379970,0.061657,-0.111027,0.046478,0.862489,-0.126053,-0.001377,0.430395,-0.146326,-0.108794,0.030743,0.019139,0.017956,1.094186,0.026616,0.041542,1.355330,0.049423,0.088725,1.464789,0.015180,-0.011330,1.512264,-0.100433,0.073926,1.316280,-0.232308,-0.045642,1.075344,-0.273594,-0.003538,0.843451,0.148078,-0.027113,1.304036,0.157984,-0.201957,1.075121,0.183441,-0.231572,0.833308
10,1,Subject_2,Fall,17,0.000000,0.000000,0.853389,0.125962,-0.023000,0.854218,0.094250,-0.134614,0.432919,0.039982,-0.389667,0.076934,-0.109802,0.049715,0.861809,-0.122930,0.001657,0.428927,-0.141004,-0.119107,0.033080,0.017006,0.018053,1.093108,0.019348,0.043275,1.354871,0.042657,0.091360,1.462621,0.009687,-0.008669,1.509495,-0.106965,0.076150,1.315642,-0.237076,-0.042650,1.073806,-0.276088,0.001212,0.843937,0.142413,-0.028704,1.305118,0.154106,-0.199398,1.075071,0.181661,-0.229266,0.834223
