Frame_ID,Person_ID,Subject,Activity,Trial,Hip_X,Hip_Y,Hip_Z,RHip_X,RHip_Y,RHip_Z,RKnee_X,RKnee_Y,RKnee_Z,RAnkle_X,RAnkle_Y,RAnkle_Z,LHip_X,LHip_Y,LHip_Z,LKnee_X,LKnee_Y,LKnee_Z,LAnkle_X,LAnkle_Y,LAnkle_Z,Spine_X,Spine_Y,Spine_Z,Thorax_X,Thorax_Y,Thorax_Z,Neck_X,Neck_Y,Neck_Z,Head_X,Head_Y,Head_Z,LShoulder_X,LShoulder_Y,LShoulder_Z,LElbow_X,LElbow_Y,LElbow_Z,LWrist_X,LWrist_Y,LWrist_Z,RShoulder_X,RShoulder_Y,RShoulder_Z,RElbow_X,RElbow_Y,RElbow_Z,RWrist_X,RWrist_Y,RWrist_Z
1,1,Subject_04,ADL,T20,0.000000,0.000000,0.886280,0.031612,-0.120049,0.855502,0.201729,-0.058672,0.478639,0.149684,0.011467,0.036733,-0.048125,0.109021,0.919261,0.042854,0.204659,0.525787,-0.102102,0.243333,0.102361,0.097617,-0.002040,1.077544,0.320391,-0.094457,1.211179,0.412677,-0.100704,1.201567,0.451232,-0.141963,1.280560,0.231762,0.028312,1.255958,0.103446,0.197946,1.068850,0.140297,0.219603,0.834710,0.269265,-0.182550,1.130888,0.091864,-0.222613,0.919380,0.241142,-0.118028,0.836519
2,1,Subject_04,ADL,T20,0.000000,0.000000,0.886280,0.025864,-0.121077,0.856219,0.186980,-0.062275,0.473376,0.130291,0.008256,0.034985,-0.040305,0.111028,0.918586,0.057966,0.194524,0.523982,-0.107159,0.243393,0.112066,0.093435,-0.003653,1.082803,0.311810,-0.109485,1.218817,0.403550,-0.114926,1.208223,0.445343,-0.157663,1.285627,0.231619,0.013003,1.259858,0.120086,0.194290,1.062910,0.142719,0.203010,0.829039,0.262364,-0.197051,1.137607,0.085152,-0.225793,0.918007,0.234321,-0.119099,0.843395
3,1,Subject_04,ADL,T20,0.000000,0.000000,0.886280,0.020800,-0.121972,0.856597,0.178405,-0.060620,0.464823,0.120070,0.012298,0.029602,-0.030310,0.112902,0.915074,0.092310,0.176699,0.524980,-0.098295,0.241343,0.126959,0.093790,-0.005136,1.083828,0.311974,-0.113929,1.223121,0.400166,-0.125419,1.210077,0.443833,-0.164073,1.288013,0.239746,0.008248,1.259348,0.143971,0.191616,1.056122,0.161629,0.181834,0.824629,0.257495,-0.199891,1.147264,0.074420,-0.228828,0.930197,0.221918,-0.148818,0.830671
4,1,Subject_04,ADL,T20,0.000000,0.000000,0.886280,0.019167,-0.121483,0.856448,0.167760,-0.056064,0.456910,0.107219,0.019686,0.023006,-0.021448,0.114885,0.911410,0.126891,0.161259,0.530665,-0.091868,0.224929,0.142011,0.095794,-0.001571,1.084630,0.311750,-0.100861,1.227603,0.399737,-0.113448,1.207665,0.447492,-0.150205,1.284132,0.246861,0.022850,1.253549,0.159177,0.193182,1.042435,0.195652,0.135770,0.818659,0.250059,-0.185889,1.161637,0.061081,-0.216926,0.945573,0.200249,-0.166468,0.803641
5,1,Subject_04,ADL,T20,0.000000,0.000000,0.886280,0.015539,-0.123910,0.856709,0.148237,-0.058852,0.451201,0.088124,0.012877,0.016077,-0.014320,0.116556,0.909035,0.150074,0.152810,0.533138,-0.082760,0.201401,0.150288,0.094293,-0.003131,1.086556,0.306054,-0.102576,1.231169,0.394639,-0.110444,1.206072,0.444948,-0.147890,1.279785,0.249315,0.027390,1.251538,0.173324,0.188831,1.026625,0.227467,0.071939,0.826036,0.244845,-0.184240,1.166859,0.053376,-0.209964,0.951714,0.171793,-0.154681,0.763531
6,1,Subject_04,ADL,T20,0.000000,0.000000,0.886280,0.013603,-0.123561,0.856861,0.137995,-0.057204,0.449397,0.075039,0.027531,0.016941,-0.012178,0.117880,0.908705,0.161633,0.149352,0.531402,-0.038315,0.198829,0.137654,0.096225,-0.001916,1.084847,0.304800,-0.110656,1.229813,0.392609,-0.114877,1.205425,0.439763,-0.153214,1.276046,0.255414,0.024427,1.248198,0.202386,0.191000,1.026091,0.235038,0.042150,0.829404,0.241517,-0.191233,1.155340,0.052357,-0.233130,0.940449,0.151457,-0.161117,0.716706
7,1,Subject_04,ADL,T20,0.000000,0.000000,0.886280,0.009625,-0.123879,0.856553,0.120670,-0.062627,0.445617,0.033706,0.011494,0.019000,-0.010210,0.120021,0.909907,0.158684,0.135227,0.523923,0.033281,0.186417,0.107703,0.102661,0.000163,1.082676,0.312338,-0.106279,1.220051,0.402290,-0.105696,1.197574,0.446986,-0.147262,1.267321,0.268300,0.025976,1.241540,0.242206,0.194366,1.032185,0.248709,0.057295,0.833584,0.246238,-0.192035,1.139107,0.085328,-0.225547,0.917977,0.180086,-0.152941,0.683851
8,1,Subject_04,ADL,T20,0.000000,0.000000,0.886280,-0.001968,-0.124475,0.858460,0.101288,-0.080139,0.438905,0.019079,-0.012114,0.010501,0.001446,0.120075,0.909168,0.151984,0.101445,0.505744,0.082173,0.167586,0.078610,0.106242,0.000393,1.086303,0.316149,-0.103645,1.213592,0.406030,-0.106983,1.189352,0.448013,-0.146416,1.260839,0.283529,0.024160,1.238008,0.285170,0.176789,1.036629,0.273558,0.055844,0.831143,0.240526,-0.190901,1.125751,0.069238,-0.200647,0.908242,0.189747,-0.153852,0.670662
9,1,Subject_04,ADL,T20,0.000000,0.000000,0.886280,-0.013541,-0.124702,0.861208,0.083379,-0.093051,0.434103,0.016236,-0.045187,0.000000,0.012342,0.120981,0.906064,0.156288,0.074073,0.500203,0.101217,0.135143,0.071161,0.100848,-0.006384,1.086345,0.307624,-0.114036,1.211378,0.403101,-0.126015,1.181532,0.445626,-0.160545,1.251494,0.291144,0.009148,1.236027,0.318657,0.161014,1.034288,0.324839,0.118518,0.791342,0.222003,-0.206544,1.130056,0.031878,-0.216159,0.917455,0.201752,-0.172232,0.695671
10,1,Subject_04,ADL,T20,0.000000,0.000000,0.886280,-0.031257,-0.120719,0.864404,0.055719,-0.109744,0.436027,0.005515,-0.068895,0.000347,0.026681,0.120569,0.904302,0.167476,0.045768,0.497744,0.166756,0.068306,0.058699,0.098145,-0.013871,1.088056,0.302337,-0.133407,1.206298,0.398690,-0.154075,1.168216,0.445465,-0.181969,1.237073,0.306414,-0.002267,1.216447,0.354342,0.133461,0.971545,0.381063,0.150722,0.700566,0.205799,-0.223704,1.139258,-0.002487,-0.241239,0.940604,0.163667,-0.239510,0.734573
