Frame_ID,Person_ID,Subject,Activity,Trial,Hip_X,Hip_Y,Hip_Z,RHip_X,RHip_Y,RHip_Z,RKnee_X,RKnee_Y,RKnee_Z,RAnkle_X,RAnkle_Y,RAnkle_Z,LHip_X,LHip_Y,LHip_Z,LKnee_X,LKnee_Y,LKnee_Z,LAnkle_X,LAnkle_Y,LAnkle_Z,Spine_X,Spine_Y,Spine_Z,Thorax_X,Thorax_Y,Thorax_Z,Neck_X,Neck_Y,Neck_Z,Head_X,Head_Y,Head_Z,LShoulder_X,LShoulder_Y,LShoulder_Z,LElbow_X,LElbow_Y,LElbow_Z,LWrist_X,LWrist_Y,LWrist_Z,RShoulder_X,RShoulder_Y,RShoulder_Z,RElbow_X,RElbow_Y,RElbow_Z,RWrist_X,RWrist_Y,RWrist_Z
1,1,Subject_01,ADL,T11,0.000000,0.000000,0.878152,0.073312,-0.113956,0.883268,0.037337,-0.177589,0.483056,-0.021985,-0.205655,0.089913,-0.074028,0.108377,0.876572,-0.129677,0.015066,0.489480,-0.223064,-0.103098,0.091200,-0.017534,0.016183,1.125366,0.018431,0.006336,1.375390,0.086560,0.030233,1.498547,0.072921,-0.006214,1.605856,-0.086850,0.112632,1.360123,-0.190624,0.112278,1.102817,-0.170990,0.073505,0.897129,0.077674,-0.109463,1.331673,0.050756,-0.225737,1.072379,0.069648,-0.188663,0.876922
2,1,Subject_01,ADL,T11,0.000000,0.000000,0.878152,0.075288,-0.112451,0.883597,0.035459,-0.180073,0.483915,-0.020644,-0.209533,0.090391,-0.074883,0.107821,0.876689,-0.131660,0.014984,0.489295,-0.226037,-0.104953,0.092093,-0.018219,0.016692,1.125760,0.018229,0.006452,1.376437,0.086378,0.028614,1.500499,0.073631,-0.006623,1.609373,-0.087286,0.112456,1.358801,-0.186806,0.116752,1.097426,-0.155908,0.100291,0.891716,0.077318,-0.109773,1.330496,0.051795,-0.223745,1.070429,0.079568,-0.177219,0.877303
3,1,Subject_01,ADL,T11,0.000000,0.000000,0.878152,0.078330,-0.110309,0.883216,0.038032,-0.177568,0.486549,-0.013069,-0.212333,0.093045,-0.076401,0.106448,0.877027,-0.133977,0.014982,0.490728,-0.229734,-0.109448,0.094567,-0.018551,0.016840,1.125738,0.017501,0.005835,1.376875,0.085847,0.027424,1.501325,0.072741,-0.007761,1.609833,-0.089145,0.110378,1.358683,-0.184998,0.120481,1.095447,-0.141804,0.122463,0.891949,0.077660,-0.109674,1.330218,0.052743,-0.222741,1.069412,0.088552,-0.171802,0.876912
4,1,Subject_01,ADL,T11,0.000000,0.000000,0.878152,0.079991,-0.108651,0.881704,0.038937,-0.172925,0.488893,-0.007431,-0.211002,0.096479,-0.076559,0.105602,0.877917,-0.139945,0.013340,0.491775,-0.234080,-0.112225,0.097906,-0.017749,0.016680,1.124945,0.018983,0.005848,1.375943,0.087618,0.027014,1.499876,0.074427,-0.009848,1.607797,-0.088103,0.109429,1.357111,-0.185105,0.123152,1.094063,-0.133471,0.136507,0.891051,0.079780,-0.108736,1.329483,0.054246,-0.222762,1.068130,0.097829,-0.159945,0.878777
5,1,Subject_01,ADL,T11,0.000000,0.000000,0.878152,0.081039,-0.107897,0.881439,0.041262,-0.173032,0.490316,-0.000602,-0.217841,0.097993,-0.075754,0.105874,0.878820,-0.145011,0.013320,0.495062,-0.239793,-0.113910,0.099835,-0.016849,0.017008,1.124742,0.021341,0.005332,1.376384,0.089857,0.025421,1.499660,0.077985,-0.012111,1.607594,-0.087429,0.107988,1.357821,-0.187010,0.124443,1.095242,-0.137932,0.140240,0.890991,0.080210,-0.109600,1.329573,0.055713,-0.223584,1.068425,0.102258,-0.156819,0.879310
6,1,Subject_01,ADL,T11,0.000000,0.000000,0.878152,0.081976,-0.107910,0.882164,0.045140,-0.175720,0.492664,0.003516,-0.228074,0.097418,-0.076272,0.105522,0.878131,-0.146156,0.015085,0.496236,-0.242883,-0.111975,0.100209,-0.016762,0.017029,1.124570,0.023299,0.005186,1.376203,0.092197,0.025074,1.497521,0.081232,-0.012461,1.605095,-0.088212,0.107415,1.358105,-0.190951,0.122272,1.096716,-0.146497,0.139658,0.891760,0.082680,-0.110841,1.328742,0.057619,-0.223074,1.067202,0.100659,-0.161882,0.876747
7,1,Subject_01,ADL,T11,0.000000,0.000000,0.878152,0.080903,-0.109352,0.882602,0.044609,-0.180785,0.492496,0.007694,-0.235794,0.095213,-0.076270,0.106469,0.878341,-0.145753,0.018124,0.497814,-0.247670,-0.111053,0.100395,-0.016228,0.016672,1.124193,0.025542,0.004152,1.376080,0.095224,0.024378,1.495241,0.084500,-0.014295,1.603072,-0.087569,0.106315,1.359755,-0.195372,0.119056,1.099685,-0.158557,0.133614,0.892028,0.084370,-0.112693,1.327881,0.056572,-0.226304,1.065487,0.094115,-0.170184,0.873688
8,1,Subject_01,ADL,T11,0.000000,0.000000,0.878152,0.080336,-0.110590,0.882234,0.051337,-0.178075,0.490627,0.015146,-0.235727,0.091671,-0.075856,0.108464,0.879184,-0.147388,0.023845,0.497563,-0.253342,-0.106098,0.098074,-0.014949,0.016127,1.123953,0.028802,0.003054,1.375645,0.099918,0.024488,1.493333,0.089046,-0.014623,1.600633,-0.085651,0.105775,1.360184,-0.197212,0.118251,1.101473,-0.169229,0.129003,0.889358,0.085942,-0.115078,1.326363,0.058325,-0.228197,1.063335,0.095530,-0.170623,0.871753
9,1,Subject_01,ADL,T11,0.000000,0.000000,0.878152,0.079967,-0.111412,0.882462,0.054756,-0.176447,0.490860,0.013394,-0.243018,0.087651,-0.075523,0.109268,0.879934,-0.151009,0.026768,0.499950,-0.261155,-0.103043,0.099698,-0.014420,0.016132,1.124429,0.032471,0.003033,1.375143,0.104712,0.024731,1.491350,0.093381,-0.014085,1.599429,-0.082785,0.106554,1.360164,-0.197347,0.116868,1.101647,-0.175062,0.129571,0.886511,0.088666,-0.116204,1.325138,0.062377,-0.227370,1.062033,0.096905,-0.172137,0.871241
10,1,Subject_01,ADL,T11,0.000000,0.000000,0.878152,0.078565,-0.112859,0.881760,0.057411,-0.171855,0.489157,0.010533,-0.244625,0.086232,-0.074168,0.110635,0.881374,-0.149658,0.031573,0.499505,-0.262364,-0.099572,0.100515,-0.014046,0.015604,1.124710,0.035603,0.002185,1.374623,0.110195,0.023153,1.488845,0.098086,-0.015277,1.596830,-0.079736,0.107211,1.359915,-0.196451,0.116664,1.101640,-0.179229,0.131266,0.884708,0.089822,-0.118509,1.324791,0.062860,-0.230320,1.061044,0.096122,-0.175380,0.869525
