Frame_ID,Person_ID,Subject,Activity,Trial,Hip_X,Hip_Y,Hip_Z,RHip_X,RHip_Y,RHip_Z,RKnee_X,RKnee_Y,RKnee_Z,RAnkle_X,RAnkle_Y,RAnkle_Z,LHip_X,LHip_Y,LHip_Z,LKnee_X,LKnee_Y,LKnee_Z,LAnkle_X,LAnkle_Y,LAnkle_Z,Spine_X,Spine_Y,Spine_Z,Thorax_X,Thorax_Y,Thorax_Z,Neck_X,Neck_Y,Neck_Z,Head_X,Head_Y,Head_Z,LShoulder_X,LShoulder_Y,LShoulder_Z,LElbow_X,LElbow_Y,LElbow_Z,LWrist_X,LWrist_Y,LWrist_Z,RShoulder_X,RShoulder_Y,RShoulder_Z,RElbow_X,RElbow_Y,RElbow_Z,RWrist_X,RWrist_Y,RWrist_Z
1,1,Subject_01,ADL,T16,0.000000,0.000000,0.463517,0.053789,0.124057,0.469091,-0.353578,0.248117,0.457834,-0.280546,0.296489,0.042319,-0.064621,-0.115904,0.466023,-0.410940,0.174878,0.475040,-0.280151,0.314397,0.078455,0.085303,-0.064414,0.665565,0.068815,-0.085946,0.906840,0.007473,-0.019782,0.993360,0.031969,-0.070635,1.088736,-0.017361,-0.183123,0.818298,-0.091367,-0.119748,0.567563,0.048039,0.052163,0.467013,0.142753,0.020761,0.851845,0.114474,0.153705,0.612331,-0.114244,0.117303,0.550225
2,1,Subject_01,ADL,T16,0.000000,0.000000,0.463517,0.051061,0.125551,0.467826,-0.353976,0.244300,0.450784,-0.278134,0.296316,0.037840,-0.062530,-0.116714,0.466219,-0.412516,0.167655,0.477121,-0.283571,0.311695,0.085811,0.084718,-0.064379,0.666076,0.065397,-0.090760,0.905081,0.002267,-0.023653,0.991406,0.024597,-0.073497,1.087115,-0.017680,-0.191380,0.815278,-0.108643,-0.152081,0.564299,-0.107790,0.027011,0.487880,0.137805,0.016846,0.852463,0.112433,0.145888,0.610416,-0.122791,0.114430,0.548950
3,1,Subject_01,ADL,T16,0.000000,0.000000,0.463517,0.050173,0.125685,0.467572,-0.355661,0.246642,0.450397,-0.278064,0.295341,0.042030,-0.061624,-0.117532,0.466560,-0.413623,0.158307,0.477700,-0.287100,0.297885,0.084388,0.084526,-0.064441,0.665476,0.058772,-0.093257,0.902753,-0.008630,-0.030191,0.987144,0.011966,-0.077569,1.083340,-0.016439,-0.197139,0.814191,-0.099405,-0.198324,0.563461,-0.219281,0.008933,0.530398,0.132978,0.014562,0.853445,0.114184,0.142586,0.612528,-0.124875,0.126016,0.548670
4,1,Subject_01,ADL,T16,0.000000,0.000000,0.463517,0.048755,0.126381,0.465785,-0.358887,0.242854,0.448354,-0.284230,0.288745,0.044730,-0.058095,-0.118385,0.466900,-0.415480,0.153083,0.478931,-0.291124,0.291467,0.085909,0.079674,-0.063303,0.667703,0.048629,-0.090470,0.903742,-0.021351,-0.026226,0.984728,-0.005509,-0.075415,1.083076,-0.028516,-0.197004,0.817980,-0.124369,-0.197060,0.563119,-0.241711,0.048738,0.550091,0.123196,0.018002,0.855516,0.106589,0.148165,0.616277,-0.129449,0.135535,0.549785
5,1,Subject_01,ADL,T16,0.000000,0.000000,0.463517,0.047159,0.127191,0.464772,-0.362061,0.240396,0.449069,-0.285315,0.291825,0.056269,-0.054408,-0.120331,0.467630,-0.420438,0.143739,0.480283,-0.295990,0.288257,0.093437,0.071915,-0.060911,0.669384,0.033853,-0.085356,0.905722,-0.042367,-0.025714,0.981254,-0.032891,-0.074530,1.080848,-0.041480,-0.193990,0.820888,-0.139986,-0.197500,0.562416,-0.245161,0.040669,0.561334,0.110835,0.024046,0.857530,0.095524,0.149693,0.618692,-0.138570,0.136327,0.549880
6,1,Subject_01,ADL,T16,0.000000,0.000000,0.463517,0.049139,0.125972,0.465681,-0.358193,0.246282,0.450822,-0.292133,0.286520,0.065395,-0.053938,-0.120320,0.467062,-0.420307,0.139233,0.480103,-0.291129,0.278865,0.091688,0.069053,-0.058867,0.670570,0.020832,-0.079512,0.907693,-0.059547,-0.025202,0.977856,-0.054094,-0.073230,1.077797,-0.049265,-0.189173,0.822079,-0.143667,-0.197788,0.564531,-0.258877,0.037162,0.574085,0.102055,0.028218,0.859947,0.087252,0.152880,0.621720,-0.147339,0.126903,0.549921
7,1,Subject_01,ADL,T16,0.000000,0.000000,0.463517,0.049335,0.125873,0.465080,-0.356371,0.248962,0.453842,-0.303195,0.264087,0.067426,-0.052207,-0.121335,0.467616,-0.424170,0.131324,0.478972,-0.304737,0.257551,0.082958,0.064785,-0.056116,0.671898,0.008975,-0.074046,0.908085,-0.073671,-0.019946,0.974207,-0.071601,-0.068195,1.074505,-0.059929,-0.184818,0.825757,-0.145112,-0.192624,0.567909,-0.268981,-0.002638,0.559252,0.094548,0.034353,0.863050,0.073636,0.156975,0.625989,-0.158117,0.119959,0.554534
8,1,Subject_01,ADL,T16,0.000000,0.000000,0.463517,0.049260,0.125868,0.464947,-0.352258,0.256991,0.458140,-0.309840,0.251055,0.073073,-0.051237,-0.121447,0.467766,-0.426066,0.123614,0.480111,-0.308370,0.251624,0.086939,0.062189,-0.051475,0.674193,-0.001570,-0.064667,0.909259,-0.090532,-0.016949,0.971310,-0.090326,-0.062298,1.070322,-0.068398,-0.177306,0.830389,-0.150509,-0.182692,0.573862,-0.270170,0.010741,0.572420,0.086660,0.042398,0.866358,0.054519,0.163960,0.628768,-0.170466,0.112106,0.560435
9,1,Subject_01,ADL,T16,0.000000,0.000000,0.463517,0.051385,0.125018,0.465377,-0.351382,0.260392,0.459405,-0.310448,0.245645,0.077097,-0.051067,-0.122150,0.467650,-0.428805,0.119851,0.482482,-0.314798,0.244411,0.088955,0.057605,-0.048289,0.675723,-0.014978,-0.058342,0.911983,-0.107485,-0.016191,0.970632,-0.108354,-0.055960,1.068304,-0.075735,-0.171951,0.831125,-0.157442,-0.170640,0.579110,-0.275328,0.033934,0.590150,0.075818,0.049493,0.870914,0.034312,0.173346,0.631502,-0.186964,0.101949,0.559826
10,1,Subject_01,ADL,T16,0.000000,0.000000,0.463517,0.052764,0.124088,0.466386,-0.349962,0.262757,0.465669,-0.301588,0.266781,0.082961,-0.050191,-0.121834,0.466738,-0.430969,0.112948,0.483358,-0.324398,0.232146,0.087843,0.047232,-0.045610,0.676152,-0.034698,-0.055072,0.909996,-0.132599,-0.015419,0.965402,-0.134072,-0.050712,1.061889,-0.087418,-0.171706,0.832053,-0.165961,-0.170768,0.578523,-0.283875,0.037615,0.598752,0.059018,0.057594,0.873242,0.016037,0.180013,0.632676,-0.200163,0.095920,0.566391
11,1,Subject_01,ADL,T16,0.000000,0.000000,0.463517,0.050287,0.124087,0.466064,-0.346433,0.267654,0.466768,-0.303117,0.250414,0.074413,-0.047137,-0.122286,0.466508,-0.434670,0.100616,0.477236,-0.331833,0.216998,0.084194,0.036524,-0.041561,0.676760,-0.059654,-0.049744,0.905422,-0.160847,-0.016730,0.956265,-0.161612,-0.044853,1.052716,-0.101101,-0.170640,0.827628,-0.171943,-0.160474,0.573144,-0.292900,0.029522,0.589915,0.035156,0.063843,0.874075,-0.008112,0.189168,0.633965,-0.217646,0.105681,0.561075
12,1,Subject_01,ADL,T16,0.000000,0.000000,0.463517,0.050164,0.124102,0.467300,-0.348193,0.272787,0.466701,-0.302713,0.265055,0.083926,-0.047459,-0.122678,0.465567,-0.439780,0.095583,0.473292,-0.332535,0.219591,0.084397,0.026225,-0.038061,0.677768,-0.086564,-0.042877,0.903552,-0.191704,-0.015658,0.947383,-0.193061,-0.040028,1.046059,-0.118369,-0.167239,0.820567,-0.190818,-0.152808,0.568786,-0.312440,0.028140,0.602587,0.011510,0.070652,0.878689,-0.027259,0.209977,0.649077,-0.224572,0.166937,0.560167
