Frame_ID,Person_ID,Subject,Activity,Trial,Hip_X,Hip_Y,Hip_Z,RHip_X,RHip_Y,RHip_Z,RKnee_X,RKnee_Y,RKnee_Z,RAnkle_X,RAnkle_Y,RAnkle_Z,LHip_X,LHip_Y,LHip_Z,LKnee_X,LKnee_Y,LKnee_Z,LAnkle_X,LAnkle_Y,LAnkle_Z,Spine_X,Spine_Y,Spine_Z,Thorax_X,Thorax_Y,Thorax_Z,Neck_X,Neck_Y,Neck_Z,Head_X,Head_Y,Head_Z,LShoulder_X,LShoulder_Y,LShoulder_Z,LElbow_X,LElbow_Y,LElbow_Z,LWrist_X,LWrist_Y,LWrist_Z,RShoulder_X,RShoulder_Y,RShoulder_Z,RElbow_X,RElbow_Y,RElbow_Z,RWrist_X,RWrist_Y,RWrist_Z
1,1,Subject_3,ADL,15,0.000000,0.000000,0.481590,0.114557,0.060053,0.469785,-0.105694,0.449033,0.431807,-0.140142,0.543221,0.047049,-0.104760,-0.059851,0.498516,-0.364903,0.129584,0.499625,-0.730576,0.189492,0.382826,0.095576,-0.103889,0.651036,0.140724,-0.140961,0.867987,0.109659,-0.042764,0.917972,0.090922,-0.093488,1.024028,0.022778,-0.190247,0.842351,-0.108129,-0.197246,0.616928,-0.105234,0.051895,0.673036,0.256043,-0.095766,0.811584,0.312175,-0.039098,0.562211,0.111875,0.125339,0.644159
2,1,Subject_3,ADL,15,0.000000,0.000000,0.481590,0.113750,0.061267,0.470343,-0.103511,0.447751,0.430830,-0.143371,0.534626,0.047445,-0.103603,-0.060449,0.498651,-0.366693,0.118339,0.497943,-0.726538,0.179081,0.372798,0.096273,-0.097436,0.653498,0.142345,-0.128273,0.869674,0.111283,-0.031292,0.920508,0.095088,-0.082965,1.025362,0.023174,-0.176897,0.846765,-0.114551,-0.185163,0.623604,-0.110412,0.065861,0.684105,0.256380,-0.086341,0.811346,0.313963,-0.031731,0.562557,0.115152,0.132315,0.644815
3,1,Subject_3,ADL,15,0.000000,0.000000,0.481590,0.113395,0.062344,0.469653,-0.106623,0.444556,0.422062,-0.139835,0.542067,0.035653,-0.103875,-0.060177,0.498669,-0.379304,0.109152,0.490593,-0.734527,0.171687,0.360647,0.097166,-0.093571,0.656318,0.146112,-0.113350,0.873862,0.118488,-0.018854,0.921769,0.102043,-0.070035,1.024973,0.028289,-0.166911,0.854530,-0.117179,-0.181577,0.640960,-0.101314,0.064144,0.702450,0.259456,-0.076858,0.811247,0.315587,-0.027773,0.561892,0.116780,0.135231,0.646616
4,1,Subject_3,ADL,15,0.000000,0.000000,0.481590,0.114370,0.060861,0.468799,-0.104073,0.443138,0.422759,-0.133524,0.543930,0.033592,-0.105283,-0.056831,0.500039,-0.376523,0.094137,0.487856,-0.714805,0.166322,0.352713,0.095663,-0.087637,0.661554,0.145234,-0.095110,0.880557,0.121997,-0.000484,0.924905,0.107715,-0.050183,1.028886,0.026272,-0.150046,0.867637,-0.130855,-0.163853,0.663722,-0.098644,0.078528,0.724424,0.258872,-0.065538,0.812260,0.319387,-0.016834,0.563830,0.116584,0.137425,0.651720
5,1,Subject_3,ADL,15,0.000000,0.000000,0.481590,0.114792,0.061175,0.468887,-0.105563,0.443539,0.423827,-0.132951,0.555062,0.036176,-0.106985,-0.056165,0.499054,-0.374660,0.108398,0.490124,-0.733922,0.175687,0.358812,0.092430,-0.087905,0.663973,0.139847,-0.096863,0.885971,0.117032,-0.003162,0.929748,0.102766,-0.054374,1.032243,0.020975,-0.141549,0.869982,-0.135112,-0.142090,0.661924,-0.080441,0.074113,0.767294,0.254338,-0.063618,0.815397,0.319135,-0.012896,0.564615,0.118652,0.140313,0.656323
6,1,Subject_3,ADL,15,0.000000,0.000000,0.481590,0.114542,0.060310,0.469522,-0.105761,0.443539,0.426196,-0.136857,0.556176,0.037902,-0.107301,-0.056789,0.497633,-0.368928,0.124494,0.497531,-0.731422,0.186288,0.366915,0.090782,-0.089200,0.662486,0.135301,-0.101793,0.882999,0.110595,-0.011997,0.928860,0.096130,-0.064560,1.029702,0.018205,-0.147184,0.862819,-0.128839,-0.146918,0.641192,-0.079741,0.068062,0.757207,0.250510,-0.068200,0.812569,0.314287,-0.017442,0.564148,0.113273,0.132930,0.655033
7,1,Subject_3,ADL,15,0.000000,0.000000,0.481590,0.115865,0.060473,0.469957,-0.106142,0.446935,0.430854,-0.140097,0.548372,0.036532,-0.107693,-0.056131,0.498289,-0.357258,0.139719,0.504575,-0.702656,0.213326,0.371335,0.089575,-0.094066,0.661295,0.134529,-0.108544,0.880719,0.108249,-0.022808,0.926364,0.093167,-0.074253,1.026106,0.019189,-0.155641,0.859599,-0.123191,-0.153259,0.638140,-0.086262,0.067748,0.750102,0.249032,-0.075213,0.814361,0.312082,-0.019970,0.565561,0.110555,0.127979,0.658951
8,1,Subject_3,ADL,15,0.000000,0.000000,0.481590,0.115763,0.059407,0.470755,-0.108944,0.446415,0.433532,-0.134362,0.568174,0.045402,-0.108251,-0.057753,0.498117,-0.360969,0.160753,0.505895,-0.708991,0.248340,0.372297,0.089578,-0.105962,0.652040,0.135363,-0.128054,0.870462,0.106581,-0.043056,0.918842,0.090513,-0.097726,1.018177,0.022108,-0.174417,0.851368,-0.112687,-0.172370,0.621799,-0.094963,0.068867,0.692590,0.250083,-0.091710,0.808866,0.312636,-0.031747,0.562033,0.108992,0.118355,0.654090
9,1,Subject_3,ADL,15,0.000000,0.000000,0.481590,0.114999,0.060675,0.471807,-0.111849,0.445850,0.434287,-0.129020,0.571659,0.046511,-0.108241,-0.059024,0.497766,-0.363540,0.165129,0.504756,-0.711226,0.222180,0.372953,0.088484,-0.104732,0.653496,0.129517,-0.131474,0.875137,0.100783,-0.043792,0.923703,0.085375,-0.099658,1.021073,0.018256,-0.175896,0.851921,-0.102906,-0.191029,0.613828,-0.109900,0.055653,0.673322,0.246439,-0.091872,0.814226,0.309353,-0.031151,0.563358,0.105595,0.119227,0.651224
10,1,Subject_3,ADL,15,0.000000,0.000000,0.481590,0.116263,0.060438,0.470614,-0.115559,0.445341,0.435036,-0.128519,0.587295,0.053928,-0.108790,-0.057266,0.496898,-0.363404,0.166688,0.505225,-0.717970,0.163914,0.378185,0.087717,-0.097954,0.657917,0.131039,-0.110888,0.880499,0.102903,-0.025127,0.929493,0.088183,-0.082072,1.026723,0.018477,-0.157006,0.858821,-0.101546,-0.190247,0.627156,-0.107065,0.063827,0.675604,0.248800,-0.076133,0.814787,0.307336,-0.018582,0.565453,0.103583,0.129499,0.653990
11,1,Subject_3,ADL,15,0.000000,0.000000,0.481590,0.115892,0.058624,0.469499,-0.117641,0.443183,0.432141,-0.127062,0.597470,0.048120,-0.108703,-0.056632,0.496967,-0.358777,0.178316,0.509811,-0.661667,0.182933,0.418639,0.089536,-0.084505,0.665400,0.134244,-0.084059,0.890292,0.107284,-0.001005,0.934192,0.091884,-0.057684,1.030091,0.015042,-0.135259,0.871226,-0.116839,-0.176361,0.654765,-0.107314,0.073789,0.711798,0.251543,-0.053886,0.816332,0.309332,-0.001975,0.567992,0.107013,0.139885,0.659429
12,1,Subject_3,ADL,15,0.000000,0.000000,0.481590,0.117538,0.059602,0.468499,-0.118822,0.441504,0.420291,-0.123521,0.584558,0.010755,-0.109227,-0.058171,0.498177,-0.346976,0.206464,0.507891,-0.526915,0.080593,0.428728,0.088279,-0.081105,0.666966,0.138503,-0.069740,0.891760,0.113282,0.016448,0.935755,0.098110,-0.042297,1.031816,0.016919,-0.122443,0.875039,-0.114797,-0.165179,0.661536,-0.103362,0.075391,0.731680,0.255269,-0.035591,0.815492,0.311785,0.010177,0.562712,0.111208,0.149145,0.656109
13,1,Subject_3,ADL,15,0.000000,0.000000,0.481590,0.117741,0.059783,0.467793,-0.119166,0.445422,0.419335,-0.128005,0.577043,0.005486,-0.108174,-0.057575,0.500848,-0.368243,0.184701,0.490545,-0.469605,0.019859,0.414094,0.091294,-0.077528,0.668778,0.142995,-0.050581,0.894117,0.119441,0.032673,0.936812,0.106942,-0.025653,1.031920,0.021743,-0.105799,0.879117,-0.123189,-0.157036,0.667533,-0.101231,0.083840,0.734581,0.259331,-0.021928,0.813345,0.316018,0.021622,0.560188,0.113482,0.150772,0.650983
14,1,Subject_3,ADL,15,0.000000,0.000000,0.481590,0.117575,0.059342,0.467150,-0.118071,0.445988,0.420802,-0.128539,0.573887,0.011052,-0.107471,-0.057631,0.501216,-0.372717,0.178209,0.491688,-0.448840,0.051355,0.436893,0.091082,-0.077011,0.668307,0.144846,-0.051539,0.890752,0.121025,0.031289,0.931134,0.108537,-0.028698,1.025688,0.022887,-0.100259,0.879887,-0.130402,-0.155025,0.673962,-0.111458,0.091969,0.721726,0.259717,-0.023099,0.809440,0.317767,0.023270,0.561725,0.112335,0.150969,0.647949
