Frame_ID,Person_ID,Subject,Activity,Trial,Hip_X,Hip_Y,Hip_Z,RHip_X,RHip_Y,RHip_Z,RKnee_X,RKnee_Y,RKnee_Z,RAnkle_X,RAnkle_Y,RAnkle_Z,LHip_X,LHip_Y,LHip_Z,LKnee_X,LKnee_Y,LKnee_Z,LAnkle_X,LAnkle_Y,LAnkle_Z,Spine_X,Spine_Y,Spine_Z,Thorax_X,Thorax_Y,Thorax_Z,Neck_X,Neck_Y,Neck_Z,Head_X,Head_Y,Head_Z,LShoulder_X,LShoulder_Y,LShoulder_Z,LElbow_X,LElbow_Y,LElbow_Z,LWrist_X,LWrist_Y,LWrist_Z,RShoulder_X,RShoulder_Y,RShoulder_Z,RElbow_X,RElbow_Y,RElbow_Z,RWrist_X,RWrist_Y,RWrist_Z
1,1,Subject_03,ADL,T14,0.000000,0.000000,0.752442,-0.003811,-0.128601,0.755715,0.256555,-0.214431,0.494608,0.240112,-0.135247,0.045357,0.000711,0.127806,0.738058,0.331801,0.078202,0.427282,0.288472,-0.002235,0.000000,0.172213,0.039577,0.875268,0.446179,0.022539,0.915396,0.548814,-0.052629,0.865774,0.621038,-0.030998,0.907042,0.433180,0.150340,0.853452,0.356384,0.265434,0.615090,0.308963,0.292263,0.341440,0.366751,-0.120696,0.940049,0.343781,-0.273542,0.720318,0.406661,-0.241190,0.511472
2,1,Subject_03,ADL,T14,0.000000,0.000000,0.752442,0.003973,-0.125252,0.763950,0.342130,-0.200980,0.544997,0.248375,-0.146841,0.125654,-0.010121,0.122141,0.736564,0.408777,0.080260,0.527400,0.307136,0.010090,0.106700,0.181761,0.052588,0.861249,0.455719,0.048668,0.887668,0.563513,-0.016000,0.838060,0.631980,0.010517,0.891889,0.422217,0.182680,0.841899,0.328987,0.312308,0.609451,0.284488,0.357690,0.339892,0.401549,-0.092054,0.904767,0.459114,-0.230718,0.670193,0.554893,-0.244462,0.478045
3,1,Subject_03,ADL,T14,0.000000,0.000000,0.752442,-0.011292,-0.120979,0.772118,0.316443,-0.247872,0.681551,0.222771,-0.185237,0.291438,0.003717,0.128163,0.737533,0.413655,0.057500,0.691956,0.252942,-0.009508,0.303935,0.174447,0.073606,0.894603,0.418234,0.093275,0.976108,0.521579,0.045938,0.933720,0.585738,0.075292,0.982183,0.372299,0.223845,0.930238,0.283265,0.333948,0.677653,0.239214,0.366787,0.411790,0.381735,-0.041945,0.981046,0.448739,-0.177055,0.722722,0.560234,-0.167446,0.542677
4,1,Subject_03,ADL,T14,0.000000,0.000000,0.752442,0.001881,-0.119322,0.781421,0.306870,-0.255628,0.920739,0.245794,-0.180323,0.496218,-0.008997,0.124294,0.711372,0.417659,0.050641,0.721896,0.279186,0.022296,0.465804,0.107187,0.087178,0.933895,0.319942,0.158741,1.058747,0.403212,0.139703,1.038428,0.454882,0.181466,1.104617,0.255845,0.272245,1.039047,0.164156,0.382404,0.771515,0.147516,0.374290,0.516355,0.314063,0.014973,1.056533,0.338380,-0.076943,0.777818,0.392784,-0.066231,0.596099
5,1,Subject_03,ADL,T14,0.000000,0.000000,0.752442,0.015567,-0.120710,0.780377,0.353780,-0.204832,0.941519,0.284564,-0.153077,0.577487,-0.014428,0.118432,0.703474,0.398102,0.105204,0.657169,0.161232,0.089754,0.520889,0.072909,0.087989,0.955920,0.266510,0.172655,1.112383,0.340335,0.174807,1.131727,0.359879,0.203002,1.219460,0.165500,0.278435,1.095876,0.097939,0.375845,0.834738,0.148921,0.417886,0.615253,0.282530,0.030746,1.086787,0.273730,-0.060731,0.826003,0.327610,0.007382,0.647536
6,1,Subject_03,ADL,T14,0.000000,0.000000,0.752442,0.026072,-0.112574,0.775470,0.390330,-0.202828,0.856826,0.226581,-0.337066,0.582855,-0.024558,0.105459,0.713235,0.364199,0.178751,0.636646,0.160007,-0.001581,0.538747,0.054089,0.066343,0.969125,0.218374,0.135538,1.142296,0.295318,0.123486,1.180287,0.293669,0.135067,1.273058,0.112181,0.245890,1.128001,0.070456,0.361832,0.873645,0.154828,0.416062,0.661710,0.237680,-0.009032,1.110437,0.236495,-0.108070,0.879127,0.282516,-0.063415,0.685370
7,1,Subject_03,ADL,T14,0.000000,0.000000,0.752442,0.026907,-0.111087,0.775861,0.378483,-0.129420,0.735727,0.169000,-0.406427,0.603864,-0.020047,0.106783,0.707045,0.369804,0.207431,0.589795,0.137643,-0.039261,0.558452,0.029922,0.055416,0.973362,0.168713,0.110382,1.176485,0.254172,0.080890,1.223517,0.236951,0.086246,1.311794,0.078022,0.232514,1.148366,0.040308,0.333134,0.895457,0.120144,0.343115,0.666236,0.175922,-0.033929,1.144417,0.200041,-0.187747,0.955411,0.232901,-0.187398,0.718714
8,1,Subject_03,ADL,T14,0.000000,0.000000,0.752442,0.018912,-0.110791,0.787726,0.361736,-0.160614,0.756771,0.185131,-0.370783,0.626639,-0.012941,0.102909,0.693841,0.361972,0.236704,0.570389,0.096421,-0.025098,0.573265,0.022935,0.070324,0.969085,0.148642,0.125634,1.179598,0.237884,0.109593,1.230121,0.223282,0.098602,1.323300,0.059271,0.245896,1.154437,0.026249,0.335674,0.893367,0.125417,0.332696,0.668691,0.167461,-0.018053,1.156919,0.200685,-0.202485,0.980925,0.234537,-0.221321,0.733526
9,1,Subject_03,ADL,T14,0.000000,0.000000,0.752442,0.007034,-0.111682,0.780192,0.352784,-0.160178,0.869510,0.204022,-0.333794,0.666415,-0.000196,0.105386,0.692184,0.407473,0.218276,0.644519,0.189721,-0.087769,0.604067,-0.003683,0.060638,0.971376,0.105785,0.112575,1.187643,0.186071,0.089347,1.232281,0.179338,0.078570,1.328744,0.019016,0.239236,1.163684,0.003424,0.330104,0.897889,0.116400,0.310343,0.674814,0.127550,-0.046206,1.164164,0.159262,-0.235146,0.993454,0.270634,-0.228416,0.825023
10,1,Subject_03,ADL,T14,0.000000,0.000000,0.752442,-0.012333,-0.124403,0.770962,0.305603,-0.134542,1.075728,0.268969,-0.260077,0.715231,0.017781,0.108567,0.699953,0.437034,0.172529,0.704979,0.234530,-0.213885,0.655684,-0.031437,0.053977,0.978917,0.058523,0.096546,1.208491,0.139820,0.064470,1.243289,0.140142,0.056546,1.338527,-0.006023,0.232412,1.176797,-0.015381,0.324498,0.898481,0.117801,0.301664,0.680674,0.067532,-0.069531,1.189960,0.116628,-0.291066,1.043345,0.309477,-0.273830,0.974429
