Frame_ID,Person_ID,Subject,Activity,Trial,Hip_X,Hip_Y,Hip_Z,RHip_X,RHip_Y,RHip_Z,RKnee_X,RKnee_Y,RKnee_Z,RAnkle_X,RAnkle_Y,RAnkle_Z,LHip_X,LHip_Y,LHip_Z,LKnee_X,LKnee_Y,LKnee_Z,LAnkle_X,LAnkle_Y,LAnkle_Z,Spine_X,Spine_Y,Spine_Z,Thorax_X,Thorax_Y,Thorax_Z,Neck_X,Neck_Y,Neck_Z,Head_X,Head_Y,Head_Z,LShoulder_X,LShoulder_Y,LShoulder_Z,LElbow_X,LElbow_Y,LElbow_Z,LWrist_X,LWrist_Y,LWrist_Z,RShoulder_X,RShoulder_Y,RShoulder_Z,RElbow_X,RElbow_Y,RElbow_Z,RWrist_X,RWrist_Y,RWrist_Z
1,1,Subject_03,Fall,T07,0.000000,0.000000,0.831931,0.128330,-0.000514,0.842236,0.104779,-0.047087,0.455479,0.116214,-0.194501,0.042931,-0.130463,-0.005318,0.823811,-0.082618,-0.052381,0.430289,-0.056026,-0.211860,0.016716,0.000355,-0.007993,1.070706,-0.049791,0.015433,1.320009,-0.068212,0.089351,1.412413,-0.087801,0.038844,1.507253,-0.174868,0.014122,1.272288,-0.257986,-0.084638,1.011503,-0.215197,0.007711,0.809135,0.108373,-0.017998,1.318098,0.201202,-0.120816,1.071961,0.191106,-0.086097,0.856106
2,1,Subject_03,Fall,T07,0.000000,0.000000,0.831931,0.128429,-0.000940,0.843052,0.099023,-0.072408,0.457479,0.107935,-0.251696,0.058602,-0.130097,-0.004426,0.823173,-0.082811,-0.049808,0.433361,-0.054968,-0.218959,0.022491,0.000838,-0.008998,1.070292,-0.049339,0.014525,1.319879,-0.069158,0.088987,1.411841,-0.088014,0.040243,1.506702,-0.174367,0.011795,1.272996,-0.256411,-0.089283,1.013300,-0.217442,-0.009327,0.802448,0.108463,-0.018210,1.317163,0.202166,-0.115204,1.068007,0.193520,-0.071958,0.853144
3,1,Subject_03,Fall,T07,0.000000,0.000000,0.831931,0.128584,0.000296,0.843336,0.100750,-0.076306,0.458117,0.107757,-0.269987,0.058560,-0.129527,-0.004836,0.822781,-0.079551,-0.042283,0.435681,-0.056898,-0.213609,0.025302,0.001504,-0.009271,1.069662,-0.049249,0.013854,1.318744,-0.070595,0.089379,1.409948,-0.090320,0.040888,1.505450,-0.174014,0.010675,1.274276,-0.256963,-0.093128,1.016555,-0.216525,-0.014881,0.804865,0.108896,-0.016861,1.316637,0.202668,-0.112491,1.067203,0.192985,-0.068618,0.852498
4,1,Subject_03,Fall,T07,0.000000,0.000000,0.831931,0.128073,-0.001193,0.844081,0.102933,-0.062954,0.456556,0.113705,-0.222535,0.049646,-0.129441,-0.003754,0.822349,-0.078597,-0.049130,0.432625,-0.060028,-0.216736,0.022678,0.001992,-0.007507,1.069946,-0.048687,0.016897,1.319546,-0.071323,0.091685,1.410822,-0.090821,0.042033,1.504416,-0.172724,0.015418,1.275766,-0.258862,-0.092069,1.018585,-0.215542,-0.017848,0.808155,0.108291,-0.015615,1.317002,0.200734,-0.113683,1.067681,0.190683,-0.075137,0.851508
5,1,Subject_03,Fall,T07,0.000000,0.000000,0.831931,0.128096,0.000507,0.843708,0.105324,-0.037435,0.452008,0.118332,-0.135620,0.042243,-0.130714,-0.006113,0.822968,-0.081166,-0.055096,0.430335,-0.061174,-0.203466,0.023717,0.002806,-0.007571,1.070950,-0.048996,0.017670,1.320447,-0.073469,0.092884,1.412217,-0.092606,0.043674,1.505922,-0.172628,0.017613,1.277642,-0.258796,-0.082414,1.016290,-0.210526,-0.006772,0.810493,0.109082,-0.015044,1.318200,0.201120,-0.113288,1.066684,0.190654,-0.073395,0.851085
6,1,Subject_03,Fall,T07,0.000000,0.000000,0.831931,0.127896,0.000557,0.842478,0.107952,-0.033076,0.455189,0.118792,-0.133589,0.045261,-0.130918,-0.007268,0.824072,-0.082519,-0.054049,0.433555,-0.060692,-0.200001,0.027455,0.003714,-0.009327,1.070604,-0.048458,0.016033,1.320356,-0.073565,0.092023,1.411517,-0.091691,0.044367,1.504726,-0.172858,0.015238,1.276623,-0.257926,-0.079268,1.014173,-0.206330,-0.001706,0.808056,0.110877,-0.014575,1.318173,0.204050,-0.109796,1.066325,0.194060,-0.064412,0.851819
7,1,Subject_03,Fall,T07,0.000000,0.000000,0.831931,0.128416,-0.000511,0.842456,0.111418,-0.029927,0.460770,0.127209,-0.116156,0.055832,-0.131028,-0.006725,0.823837,-0.083847,-0.054805,0.433134,-0.059399,-0.192411,0.026787,0.003665,-0.009168,1.071171,-0.048815,0.016070,1.320933,-0.075015,0.092250,1.411769,-0.093990,0.046665,1.504200,-0.174189,0.014033,1.278067,-0.260234,-0.079499,1.013082,-0.205862,0.005717,0.807469,0.112175,-0.013343,1.318032,0.205048,-0.110063,1.067052,0.193983,-0.063758,0.850834
8,1,Subject_03,Fall,T07,0.000000,0.000000,0.831931,0.128679,0.001510,0.842636,0.107900,-0.046199,0.458561,0.117932,-0.155415,0.046156,-0.131171,-0.008799,0.823865,-0.085264,-0.046492,0.435036,-0.060922,-0.192164,0.023980,0.004200,-0.009052,1.071874,-0.049422,0.015888,1.321319,-0.075986,0.093049,1.411933,-0.096834,0.049596,1.504392,-0.175311,0.014188,1.279017,-0.259341,-0.075129,1.012160,-0.203195,0.021662,0.810367,0.114632,-0.009631,1.318249,0.208285,-0.105194,1.066842,0.197254,-0.052735,0.851907
9,1,Subject_03,Fall,T07,0.000000,0.000000,0.831931,0.128530,0.002433,0.841346,0.106109,-0.048529,0.455200,0.110870,-0.174254,0.040364,-0.131354,-0.010512,0.824596,-0.087402,-0.048687,0.434400,-0.065097,-0.194594,0.024226,0.004774,-0.008892,1.071516,-0.049205,0.016496,1.320722,-0.076513,0.093699,1.411957,-0.098372,0.052161,1.504474,-0.174867,0.013328,1.278347,-0.257562,-0.072338,1.010604,-0.205254,0.022200,0.807269,0.115218,-0.007767,1.317294,0.209941,-0.099107,1.065156,0.198105,-0.040306,0.851825
10,1,Subject_03,Fall,T07,0.000000,0.000000,0.831931,0.128748,0.004126,0.840111,0.106087,-0.053994,0.449424,0.109117,-0.201068,0.034919,-0.131373,-0.013423,0.825356,-0.089071,-0.056740,0.431160,-0.064991,-0.198382,0.022267,0.006121,-0.008405,1.071957,-0.048451,0.017459,1.321117,-0.074582,0.095423,1.412640,-0.097465,0.056019,1.506221,-0.174517,0.012444,1.280842,-0.258449,-0.075307,1.011850,-0.208388,0.008644,0.806257,0.116140,-0.004915,1.317562,0.210337,-0.095430,1.065212,0.198401,-0.039809,0.850616
