Frame_ID,Person_ID,Subject,Activity,Trial,Hip_X,Hip_Y,Hip_Z,RHip_X,RHip_Y,RHip_Z,RKnee_X,RKnee_Y,RKnee_Z,RAnkle_X,RAnkle_Y,RAnkle_Z,LHip_X,LHip_Y,LHip_Z,LKnee_X,LKnee_Y,LKnee_Z,LAnkle_X,LAnkle_Y,LAnkle_Z,Spine_X,Spine_Y,Spine_Z,Thorax_X,Thorax_Y,Thorax_Z,Neck_X,Neck_Y,Neck_Z,Head_X,Head_Y,Head_Z,LShoulder_X,LShoulder_Y,LShoulder_Z,LElbow_X,LElbow_Y,LElbow_Z,LWrist_X,LWrist_Y,LWrist_Z,RShoulder_X,RShoulder_Y,RShoulder_Z,RElbow_X,RElbow_Y,RElbow_Z,RWrist_X,RWrist_Y,RWrist_Z
1,1,Subject_03,Fall,T06,0.000000,0.000000,0.173352,0.048101,0.090414,0.138726,-0.251923,0.272869,0.234360,-0.435825,-0.131793,0.124481,-0.057718,-0.097278,0.191154,-0.266916,-0.054057,0.547250,-0.450226,-0.203312,0.464814,0.071153,0.065976,0.390949,0.063713,0.190754,0.605271,-0.034543,0.219944,0.651043,-0.018509,0.233438,0.734567,-0.074966,0.116872,0.609276,-0.264565,0.151586,0.407954,-0.250931,0.387984,0.402685,0.197531,0.214701,0.547466,0.314327,0.276945,0.298882,0.193476,0.417402,0.115409
2,1,Subject_03,Fall,T06,0.000000,0.000000,0.173352,0.030773,0.090824,0.132948,-0.243550,0.306604,0.220086,-0.446395,-0.103003,0.110605,-0.043508,-0.103792,0.197039,-0.267879,-0.066180,0.538244,-0.482450,-0.100686,0.352868,0.102239,0.050011,0.380605,0.124086,0.171824,0.599701,0.007513,0.201113,0.643632,0.028404,0.213510,0.738292,0.009955,0.075678,0.621331,-0.253965,0.095577,0.555481,-0.322532,0.338676,0.588396,0.227604,0.209966,0.532797,0.341722,0.288138,0.292983,0.210529,0.439805,0.122833
3,1,Subject_03,Fall,T06,0.000000,0.000000,0.173352,0.024522,0.095703,0.126346,-0.213781,0.387966,0.211720,-0.435451,-0.005243,0.105461,-0.031796,-0.107693,0.204919,-0.257933,-0.036026,0.540662,-0.490837,0.001575,0.282124,0.132072,0.046340,0.365815,0.184146,0.167915,0.582634,0.065571,0.204469,0.627711,0.091053,0.212764,0.727992,0.087621,0.054019,0.611798,-0.204216,0.022317,0.630137,-0.310119,0.238264,0.701197,0.264735,0.218891,0.506130,0.369156,0.282065,0.270614,0.222482,0.447157,0.122905
4,1,Subject_03,Fall,T06,0.000000,0.000000,0.173352,0.020812,0.096257,0.122224,-0.205225,0.418499,0.205469,-0.454486,0.079720,0.108402,-0.025865,-0.108107,0.209578,-0.259788,-0.017614,0.537306,-0.530886,0.115253,0.265272,0.152451,0.044026,0.354261,0.226334,0.154992,0.567576,0.110859,0.186030,0.613944,0.142264,0.193253,0.717530,0.140333,0.034783,0.598761,-0.160808,-0.019429,0.646712,-0.292222,0.175794,0.720830,0.292949,0.213773,0.484196,0.389307,0.273025,0.245841,0.227228,0.446083,0.125917
5,1,Subject_03,Fall,T06,0.000000,0.000000,0.173352,0.017581,0.097601,0.115140,-0.192699,0.439517,0.199854,-0.478952,0.142088,0.115476,-0.021124,-0.107521,0.214166,-0.274889,-0.025738,0.531158,-0.588085,0.094597,0.281127,0.168104,0.044997,0.339202,0.261277,0.150673,0.547307,0.149214,0.179077,0.596061,0.189879,0.185499,0.703438,0.183707,0.028513,0.579422,-0.110891,-0.048352,0.652202,-0.261482,0.123794,0.721320,0.324268,0.206100,0.457945,0.401261,0.268144,0.210560,0.224936,0.445228,0.127390
6,1,Subject_03,Fall,T06,0.000000,0.000000,0.173352,0.017921,0.098385,0.113967,-0.196214,0.428079,0.197421,-0.507607,0.187046,0.117495,-0.023637,-0.106134,0.215715,-0.281928,-0.028565,0.521476,-0.640377,0.063711,0.286031,0.179469,0.035715,0.327321,0.290586,0.129000,0.529718,0.180262,0.161184,0.583429,0.224504,0.161728,0.690360,0.209412,0.014929,0.559264,-0.078890,-0.085654,0.638471,-0.228069,0.093868,0.703591,0.351036,0.182356,0.433556,0.399740,0.260904,0.184261,0.208895,0.435867,0.122671
7,1,Subject_03,Fall,T06,0.000000,0.000000,0.173352,0.020390,0.096619,0.114465,-0.219874,0.383011,0.185405,-0.567080,0.191069,0.114326,-0.026263,-0.101749,0.216957,-0.294814,-0.045062,0.507598,-0.673563,0.036020,0.308866,0.193437,0.025674,0.313311,0.322014,0.103445,0.509502,0.226218,0.151401,0.564997,0.261696,0.145920,0.669551,0.235769,-0.006867,0.538431,-0.046505,-0.117122,0.618300,-0.196794,0.067413,0.679978,0.375645,0.154345,0.404843,0.395770,0.256413,0.157012,0.198623,0.437711,0.123496
8,1,Subject_03,Fall,T06,0.000000,0.000000,0.173352,0.013889,0.095585,0.108073,-0.224153,0.378523,0.187264,-0.591846,0.182191,0.114236,-0.019076,-0.099354,0.224042,-0.310772,-0.056816,0.499117,-0.700251,0.020739,0.338225,0.209782,0.017120,0.295188,0.355012,0.075416,0.481752,0.270280,0.140202,0.543371,0.297762,0.126761,0.647053,0.261562,-0.032713,0.512959,-0.012118,-0.153581,0.590943,-0.170014,0.023588,0.661457,0.404618,0.135431,0.374896,0.393153,0.265848,0.136486,0.192811,0.454256,0.131798
9,1,Subject_03,Fall,T06,0.000000,0.000000,0.173352,0.011303,0.091632,0.103994,-0.228969,0.371340,0.184651,-0.623860,0.170919,0.120267,-0.017233,-0.100871,0.229591,-0.317510,-0.061933,0.489514,-0.716685,0.001005,0.364523,0.219044,0.007851,0.275736,0.382782,0.050411,0.447976,0.302080,0.117035,0.509337,0.332492,0.104259,0.611780,0.288575,-0.060890,0.475966,0.010898,-0.183316,0.551987,-0.148786,-0.015740,0.630362,0.426600,0.109951,0.342287,0.384502,0.267376,0.122002,0.172080,0.445960,0.130666
10,1,Subject_03,Fall,T06,0.000000,0.000000,0.173352,0.007338,0.092303,0.100772,-0.275968,0.318228,0.174884,-0.680108,0.140711,0.118395,-0.018907,-0.101636,0.233440,-0.318906,-0.078770,0.490522,-0.697962,0.026732,0.410222,0.230356,-0.002141,0.256986,0.406909,0.024172,0.412132,0.326606,0.096801,0.477489,0.362101,0.082871,0.573132,0.323841,-0.089044,0.440352,0.036034,-0.225939,0.524427,-0.137915,-0.078981,0.611591,0.442981,0.091740,0.311662,0.376725,0.251293,0.109115,0.137078,0.396613,0.117876
