Frame_ID,Person_ID,Subject,Activity,Trial,Hip_X,Hip_Y,Hip_Z,RHip_X,RHip_Y,RHip_Z,RKnee_X,RKnee_Y,RKnee_Z,RAnkle_X,RAnkle_Y,RAnkle_Z,LHip_X,LHip_Y,LHip_Z,LKnee_X,LKnee_Y,LKnee_Z,LAnkle_X,LAnkle_Y,LAnkle_Z,Spine_X,Spine_Y,Spine_Z,Thorax_X,Thorax_Y,Thorax_Z,Neck_X,Neck_Y,Neck_Z,Head_X,Head_Y,Head_Z,LShoulder_X,LShoulder_Y,LShoulder_Z,LElbow_X,LElbow_Y,LElbow_Z,LWrist_X,LWrist_Y,LWrist_Z,RShoulder_X,RShoulder_Y,RShoulder_Z,RElbow_X,RElbow_Y,RElbow_Z,RWrist_X,RWrist_Y,RWrist_Z
1,1,Subject_3,Fall,21,0.000000,0.000000,0.864034,0.097276,-0.050432,0.877442,0.071161,-0.173595,0.458236,0.027019,-0.308982,0.062712,-0.086344,0.071557,0.868955,-0.109573,0.009326,0.448781,-0.129013,-0.129879,0.042624,-0.017885,0.006396,1.108937,-0.034498,0.021905,1.384358,0.010868,0.046632,1.479896,-0.039627,-0.048871,1.523761,-0.143880,0.094931,1.330297,-0.189452,0.188202,1.080964,0.037045,0.191901,1.104828,0.067221,-0.056007,1.353854,0.333815,0.015003,1.323729,0.265933,0.121676,1.504152
2,1,Subject_3,Fall,21,0.000000,0.000000,0.864034,0.098478,-0.049782,0.877376,0.072370,-0.168858,0.456953,0.027797,-0.305265,0.059806,-0.087652,0.070189,0.869595,-0.110812,0.008567,0.447862,-0.129090,-0.132130,0.041108,-0.017055,0.005404,1.109223,-0.033043,0.021556,1.383986,0.011351,0.047112,1.478573,-0.041157,-0.049443,1.523061,-0.144922,0.093428,1.330771,-0.192019,0.184496,1.080749,0.035876,0.189171,1.103727,0.069890,-0.054781,1.353672,0.334174,0.021506,1.326854,0.264469,0.125478,1.507517
3,1,Subject_3,Fall,21,0.000000,0.000000,0.864034,0.100212,-0.046058,0.876478,0.072802,-0.164714,0.456964,0.028809,-0.300084,0.058394,-0.089088,0.067312,0.869144,-0.109466,0.010898,0.447695,-0.128265,-0.130854,0.040649,-0.016284,0.004313,1.109180,-0.031116,0.020749,1.383608,0.012498,0.044882,1.478932,-0.040034,-0.050334,1.522655,-0.144389,0.091203,1.331042,-0.192170,0.180843,1.080258,0.036790,0.193737,1.104801,0.073179,-0.053256,1.353327,0.333978,0.028731,1.329476,0.265402,0.129992,1.511716
4,1,Subject_3,Fall,21,0.000000,0.000000,0.864034,0.100519,-0.044367,0.876239,0.073722,-0.161910,0.456305,0.030395,-0.295668,0.055816,-0.090023,0.066342,0.869274,-0.109721,0.009347,0.446281,-0.128172,-0.130875,0.037845,-0.015761,0.003307,1.109457,-0.031801,0.020487,1.382887,0.010845,0.045904,1.477393,-0.041420,-0.051362,1.520814,-0.146340,0.090529,1.330779,-0.194154,0.177265,1.078860,0.036490,0.192074,1.102806,0.074055,-0.052888,1.353063,0.334440,0.031288,1.331829,0.264906,0.130387,1.515823
5,1,Subject_3,Fall,21,0.000000,0.000000,0.864034,0.100582,-0.044808,0.876354,0.074431,-0.160446,0.456527,0.032366,-0.290866,0.054048,-0.090442,0.066443,0.869328,-0.110087,0.010369,0.446604,-0.129189,-0.128633,0.037680,-0.015774,0.002703,1.109096,-0.032451,0.020184,1.382511,0.009257,0.044588,1.477960,-0.041857,-0.052429,1.521222,-0.146501,0.090388,1.330327,-0.195632,0.174386,1.077471,0.034040,0.189044,1.102127,0.073148,-0.053751,1.353695,0.333128,0.033140,1.334446,0.263216,0.132609,1.515111
6,1,Subject_3,Fall,21,0.000000,0.000000,0.864034,0.100913,-0.043767,0.875970,0.075834,-0.159279,0.456363,0.033560,-0.289088,0.053533,-0.090691,0.065410,0.869745,-0.110548,0.010328,0.446221,-0.128728,-0.130102,0.037324,-0.015891,0.001899,1.108577,-0.033218,0.019840,1.382016,0.007970,0.044144,1.476447,-0.043280,-0.053385,1.519280,-0.147797,0.089224,1.330972,-0.197060,0.172304,1.077413,0.033513,0.187792,1.102308,0.073503,-0.054648,1.352572,0.333443,0.033722,1.336216,0.259578,0.132220,1.516537
7,1,Subject_3,Fall,21,0.000000,0.000000,0.864034,0.100486,-0.043162,0.875744,0.076109,-0.157584,0.455955,0.034565,-0.286738,0.052720,-0.090383,0.065464,0.869514,-0.109961,0.009511,0.445027,-0.128178,-0.130595,0.034966,-0.015505,0.001781,1.109032,-0.032860,0.019760,1.382304,0.008592,0.043591,1.474933,-0.043851,-0.053492,1.517295,-0.146937,0.089626,1.331687,-0.195950,0.171819,1.077329,0.034069,0.183547,1.100893,0.073668,-0.055710,1.353139,0.334974,0.032128,1.338493,0.254125,0.129324,1.520412
8,1,Subject_3,Fall,21,0.000000,0.000000,0.864034,0.099901,-0.042865,0.875575,0.076590,-0.156665,0.455582,0.036172,-0.283048,0.051069,-0.090217,0.065384,0.869672,-0.109783,0.008770,0.444315,-0.129077,-0.129729,0.033097,-0.015042,0.001472,1.109190,-0.031608,0.019787,1.381139,0.008219,0.043325,1.473383,-0.044241,-0.053038,1.515090,-0.145789,0.090282,1.332142,-0.195160,0.171466,1.076961,0.035945,0.185121,1.100900,0.074257,-0.056370,1.353952,0.336903,0.028762,1.340553,0.251351,0.126147,1.522168
9,1,Subject_3,Fall,21,0.000000,0.000000,0.864034,0.099280,-0.043499,0.875393,0.076876,-0.156777,0.455190,0.035632,-0.284329,0.051076,-0.089683,0.065232,0.869961,-0.107573,0.009553,0.444551,-0.128237,-0.127987,0.032801,-0.015089,0.001530,1.108972,-0.031408,0.018712,1.382160,0.009112,0.042768,1.472965,-0.044689,-0.053157,1.513712,-0.144991,0.089913,1.332808,-0.194096,0.172003,1.077231,0.037401,0.184589,1.101930,0.074305,-0.056206,1.354387,0.337221,0.027216,1.341795,0.250231,0.125655,1.522518
10,1,Subject_3,Fall,21,0.000000,0.000000,0.864034,0.099015,-0.044149,0.874982,0.077648,-0.157859,0.454737,0.036394,-0.285103,0.050854,-0.089035,0.065837,0.870523,-0.107290,0.010540,0.445778,-0.126850,-0.126297,0.033210,-0.015082,0.000840,1.109004,-0.031337,0.018269,1.382056,0.009068,0.041369,1.472822,-0.044420,-0.054601,1.513191,-0.144648,0.089454,1.333316,-0.193768,0.170431,1.077300,0.036766,0.180091,1.101902,0.074332,-0.056994,1.355270,0.335903,0.026463,1.342911,0.250723,0.125762,1.523127
